om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
717927,2022,05,16,2022-05-16,16:09:00,3,NC,37,0,50.0000,0,0,0,0,35.7889,-78.3678,35.7889,-78.3678,0,0,0,0,0,183,0,0,0,EG
717928,2022,05,16,2022-05-16,16:13:00,3,NH,33,0,52.0000,0,0,1000,0,42.9700,-72.4300,42.9700,-72.4300,0,0,0,0,0,5,0,0,0,EG
717929,2022,05,16,2022-05-16,16:13:00,3,NH,33,0,52.0000,0,0,1000,0,43.0600,-72.4300,43.0600,-72.4300,0,0,0,0,0,5,0,0,0,EG
717930,2022,05,16,2022-05-16,16:16:00,3,NC,37,0,50.0000,0,0,0,0,35.6813,-78.6807,35.6813,-78.6807,0,0,0,0,0,183,0,0,0,EG
717931,2022,05,16,2022-05-16,16:18:00,3,VT,50,0,60.0000,0,0,10000,0,43.9288,-72.8413,43.9288,-72.8413,0,0,0,0,0,1,0,0,0,EG
717932,2022,05,16,2022-05-16,16:20:00,3,CT,09,0,45.0000,0,0,1100,0,41.7960,-72.6980,41.7921,-72.6777,0,0,0,0,0,3,0,0,0,EG
717933,2022,05,16,2022-05-16,16:22:00,3,VT,50,0,60.0000,0,0,15000,0,44.0486,-72.8302,44.0486,-72.8302,0,0,0,0,0,1,0,0,0,EG
717934,2022,05,16,2022-05-16,16:22:00,3,NH,33,0,60.0000,0,0,1000,0,42.7800,-72.2900,42.7800,-72.2900,0,0,0,0,0,5,0,0,0,EG
717935,2022,05,16,2022-05-16,16:24:00,3,VT,50,0,60.0000,0,0,25000,0,44.1200,-72.8500,44.1200,-72.8500,0,0,0,0,0,23,0,0,0,EG
717936,2022,05,16,2022-05-16,16:25:00,3,NH,33,0,52.0000,0,0,4000,0,42.9400,-72.2500,42.9400,-72.2500,0,0,0,0,0,5,0,0,0,EG
717937,2022,05,16,2022-05-16,16:30:00,3,NC,37,0,50.0000,0,0,0,0,35.5480,-78.5234,35.5480,-78.5234,0,0,0,0,0,101,0,0,0,EG
717938,2022,05,16,2022-05-16,16:31:00,3,WY,56,0,57.0000,0,0,0,0,41.6000,-109.0700,41.6000,-109.0700,0,0,0,0,0,37,0,0,0,MG
717939,2022,05,16,2022-05-16,16:36:00,3,NH,33,0,52.0000,0,0,0,0,43.4000,-72.3400,43.4000,-72.3400,0,0,0,0,0,19,0,0,0,EG
717940,2022,05,16,2022-05-16,16:40:00,3,NY,36,0,78.0000,0,0,67500,0,42.7200,-76.5200,42.7200,-76.5300,0,0,0,0,0,11,0,0,0,EG
717941,2022,05,16,2022-05-16,16:45:00,3,NH,33,0,52.0000,0,0,0,0,43.0700,-71.9400,43.0700,-71.9400,0,0,0,0,0,11,0,0,0,EG
717942,2022,05,16,2022-05-16,16:52:00,3,NH,33,0,52.0000,0,0,1000,0,42.8700,-71.8900,42.8700,-71.8900,0,0,0,0,0,11,0,0,0,EG
717943,2022,05,16,2022-05-16,16:58:00,3,DE,10,0,50.0000,0,0,0,0,38.5600,-75.1600,38.5600,-75.1600,0,0,0,0,0,5,0,0,0,EG
717944,2022,05,16,2022-05-16,17:00:00,3,NH,33,0,52.0000,0,0,0,0,42.9900,-71.8200,42.9900,-71.8200,0,0,0,0,0,11,0,0,0,EG
717945,2022,05,16,2022-05-16,17:00:00,3,NH,33,0,52.0000,0,0,0,0,43.1800,-71.8000,43.1800,-71.8000,0,0,0,0,0,13,0,0,0,EG
717946,2022,05,16,2022-05-16,17:15:00,3,WY,56,0,56.0000,0,0,0,0,42.0700,-104.1500,42.0700,-104.1500,0,0,0,0,0,15,0,0,0,MG
717947,2022,05,16,2022-05-16,17:30:00,3,MT,30,0,52.0000,0,0,0,0,45.6100,-111.1300,45.6100,-111.1300,0,0,0,0,0,31,0,0,0,MG
717948,2022,05,16,2022-05-16,17:35:00,3,NH,33,0,52.0000,0,0,0,0,43.2900,-71.4700,43.2900,-71.4700,0,0,0,0,0,13,0,0,0,EG
717949,2022,05,16,2022-05-16,17:36:00,3,NH,33,0,52.0000,0,0,0,0,43.7200,-71.5500,43.7200,-71.5500,0,0,0,0,0,9,0,0,0,EG
717950,2022,05,16,2022-05-16,17:41:00,3,TX,48,0,53.0000,0,0,0,0,32.7467,-102.6368,32.7467,-102.6368,0,0,0,0,0,165,0,0,0,MG
717951,2022,05,16,2022-05-16,17:55:00,3,PA,42,0,50.0000,0,0,0,0,41.3900,-79.8400,41.3900,-79.8400,0,0,0,0,0,121,0,0,0,EG
717952,2022,05,16,2022-05-16,17:55:00,3,NC,37,0,50.0000,0,0,0,0,35.3700,-77.4400,35.3700,-77.4400,0,0,0,0,0,147,0,0,0,EG
717953,2022,05,16,2022-05-16,18:33:00,3,NC,37,0,50.0000,0,0,0,0,35.1100,-77.1000,35.1100,-77.1000,0,0,0,0,0,49,0,0,0,EG
717954,2022,05,16,2022-05-16,18:42:00,3,TX,48,0,52.0000,0,0,0,0,32.9700,-101.8473,32.9700,-101.8473,0,0,0,0,0,305,0,0,0,MG
717955,2022,05,16,2022-05-16,18:46:00,3,CO,08,0,56.0000,0,0,0,0,38.0500,-103.5100,38.0500,-103.5100,0,0,0,0,0,89,0,0,0,MG
717956,2022,05,16,2022-05-16,18:50:00,3,NC,37,0,50.0000,0,0,0,0,34.4600,-78.5700,34.4600,-78.5700,0,0,0,0,0,17,0,0,0,EG
717957,2022,05,16,2022-05-16,18:52:00,3,CO,08,0,52.0000,0,0,0,0,40.9700,-102.2500,40.9700,-102.2500,0,0,0,0,0,115,0,0,0,MG
717958,2022,05,16,2022-05-16,18:59:00,3,SC,45,0,50.0000,0,0,0,0,34.0900,-79.0600,34.0900,-79.0600,0,0,0,0,0,51,0,0,0,EG
717959,2022,05,16,2022-05-16,19:07:00,3,CO,08,0,51.0000,0,0,0,0,38.9700,-104.8100,38.9700,-104.8100,0,0,0,0,0,41,0,0,0,MG
717960,2022,05,16,2022-05-16,19:08:00,3,TX,48,0,61.0000,0,0,0,0,32.9700,-101.8473,32.9700,-101.8473,0,0,0,0,0,305,0,0,0,MG
717961,2022,05,16,2022-05-16,19:20:00,3,NC,37,0,50.0000,0,0,0,0,34.2000,-78.6700,34.2000,-78.6700,0,0,0,0,0,47,0,0,0,EG
717962,2022,05,16,2022-05-16,19:25:00,3,NC,37,0,50.0000,0,0,0,0,34.1600,-78.7400,34.1600,-78.7400,0,0,0,0,0,47,0,0,0,EG
717963,2022,05,16,2022-05-16,19:29:00,3,TX,48,0,63.0000,0,0,0,0,36.0200,-102.5500,36.0200,-102.5500,0,0,0,0,0,205,0,0,0,MG
717964,2022,05,16,2022-05-16,19:29:00,3,NM,35,0,52.0000,0,0,0,0,36.7300,-104.5000,36.7300,-104.5000,0,0,0,0,0,7,0,0,0,MG
717965,2022,05,16,2022-05-16,19:30:00,3,TX,48,0,59.0000,0,0,0,0,33.4505,-101.6255,33.6700,-101.8200,0,0,0,0,0,303,0,0,0,MG
717966,2022,05,16,2022-05-16,19:35:00,3,CO,08,0,50.0000,0,0,0,0,40.5700,-102.2800,40.5700,-102.2800,0,0,0,0,0,95,0,0,0,MG
717967,2022,05,16,2022-05-16,19:43:00,3,NM,35,0,52.0000,0,0,0,0,36.4500,-103.1500,36.4500,-103.1500,0,0,0,0,0,59,0,0,0,MG
717968,2022,05,16,2022-05-16,20:02:00,3,TX,48,0,54.0000,0,0,0,0,36.0300,-102.5500,36.0300,-102.5500,0,0,0,0,0,205,0,0,0,MG
717969,2022,05,16,2022-05-16,20:05:00,3,TX,48,0,56.0000,0,0,0,0,33.6698,-101.3677,33.6698,-101.3677,0,0,0,0,0,107,0,0,0,MG
717970,2022,05,16,2022-05-16,20:14:00,3,NE,31,0,56.0000,0,0,0,0,41.3000,-101.9600,41.3000,-101.9600,0,0,0,0,0,101,0,0,0,MG
717971,2022,05,16,2022-05-16,20:15:00,3,TX,48,0,57.0000,0,0,0,0,33.5214,-101.1636,33.5214,-101.1636,0,0,0,0,0,107,0,0,0,MG
717972,2022,05,16,2022-05-16,20:19:00,3,TX,48,0,56.0000,0,0,0,0,33.7701,-101.0000,33.7701,-101.0000,0,0,0,0,0,125,0,0,0,MG
717973,2022,05,16,2022-05-16,20:37:00,3,TX,48,0,52.0000,0,0,0,0,33.1902,-101.3678,33.1902,-101.3678,0,0,0,0,0,169,0,0,0,MG
717974,2022,05,16,2022-05-16,20:40:00,3,TX,48,0,54.0000,0,0,0,0,33.9414,-100.8403,33.9414,-100.8403,0,0,0,0,0,345,0,0,0,MG
717975,2022,05,16,2022-05-16,21:12:00,3,TX,48,0,52.0000,0,0,0,0,33.5646,-100.4905,33.5646,-100.4905,0,0,0,0,0,269,0,0,0,MG
717976,2022,05,16,2022-05-16,21:15:00,3,WY,56,0,51.0000,0,0,0,0,42.5800,-110.1200,42.5800,-110.1200,0,0,0,0,0,35,0,0,0,MG
717977,2022,05,16,2022-05-16,21:17:00,3,NE,31,0,50.0000,0,0,0,0,41.9300,-99.8600,41.9300,-99.8600,0,0,0,0,0,9,0,0,0,MG
717978,2022,05,16,2022-05-16,21:19:00,3,TX,48,0,53.0000,0,0,0,0,34.2655,-100.6000,34.2655,-100.6000,0,0,0,0,0,345,0,0,0,MG
717979,2022,05,16,2022-05-16,21:24:00,3,CO,08,0,56.0000,0,0,0,0,37.3900,-102.2700,37.3900,-102.2700,0,0,0,0,0,9,0,0,0,MG
717980,2022,05,16,2022-05-16,21:32:00,3,TX,48,0,50.0000,0,0,0,0,33.9033,-100.1367,33.9033,-100.1367,0,0,0,0,0,101,0,0,0,MG
717981,2022,05,16,2022-05-16,21:33:00,3,OK,40,0,51.0000,0,0,0,0,36.6900,-101.5200,36.6900,-101.5200,0,0,0,0,0,139,0,0,0,MG
717982,2022,05,16,2022-05-16,21:42:00,3,TX,48,0,51.0000,0,0,0,0,35.2400,-101.7200,35.2400,-101.7200,0,0,0,0,0,375,0,0,0,MG
717983,2022,05,16,2022-05-16,21:44:00,3,TX,48,0,50.0000,0,0,0,0,33.9900,-99.9600,33.9900,-99.9600,0,0,0,0,0,155,0,0,0,MG
717984,2022,05,16,2022-05-16,21:55:00,3,KS,20,0,55.0000,0,0,0,0,37.0000,-101.9000,37.0000,-101.9000,0,0,0,0,0,129,0,0,0,MG
717985,2022,05,16,2022-05-16,22:28:00,3,KS,20,0,54.0000,0,0,0,0,37.4000,-101.5500,37.4000,-101.5500,0,0,0,0,0,187,0,0,0,MG
717986,2022,05,17,2022-05-17,03:10:00,3,OK,40,0,59.0000,0,0,0,0,36.9200,-101.7500,36.9200,-101.7500,0,0,0,0,0,139,0,0,0,MG
717987,2022,05,17,2022-05-17,03:45:00,3,OK,40,0,55.0000,0,0,0,0,36.8600,-101.2300,36.8600,-101.2300,0,0,0,0,0,139,0,0,0,MG
717988,2022,05,17,2022-05-17,04:38:00,3,KS,20,0,53.0000,0,0,0,0,37.0400,-100.9500,37.0400,-100.9500,0,0,0,0,0,175,0,0,0,EG
717989,2022,05,17,2022-05-17,15:32:00,3,MO,29,0,61.0000,0,0,10000,0,40.5500,-94.8200,40.5500,-94.8200,0,0,0,0,0,147,0,0,0,EG
717990,2022,05,17,2022-05-17,15:40:00,3,IA,19,0,55.0000,0,0,0,0,40.6700,-94.7200,40.6700,-94.7200,0,0,0,0,0,173,0,0,0,EG
717991,2022,05,17,2022-05-17,16:01:00,3,IA,19,0,63.0000,0,0,0,0,40.6800,-94.5100,40.6800,-94.5100,0,0,0,0,0,173,0,0,0,MG
717992,2022,05,17,2022-05-17,16:35:00,3,MO,29,0,61.0000,0,0,0,0,40.4600,-92.9600,40.4600,-92.9600,0,0,0,0,0,171,0,0,0,EG
717993,2022,05,17,2022-05-17,17:22:00,3,NE,31,0,52.0000,0,0,0,0,41.9100,-103.6800,41.9100,-103.6800,0,0,0,0,0,157,0,0,0,EG
717994,2022,05,17,2022-05-17,17:28:00,3,TX,48,0,50.0000,0,0,0,0,35.3000,-101.5400,35.3000,-101.5400,0,0,0,0,0,65,0,0,0,MG
717995,2022,05,17,2022-05-17,17:55:00,3,OK,40,0,58.0000,0,0,0,0,35.4300,-99.3900,35.4300,-99.3900,0,0,0,0,0,9,0,0,0,MG
717996,2022,05,17,2022-05-17,18:39:00,3,CO,08,0,52.0000,0,0,0,0,38.8000,-102.5500,38.8000,-102.5500,0,0,0,0,0,17,0,0,0,MG
717997,2022,05,17,2022-05-17,18:44:00,3,TX,48,0,56.0000,0,0,0,0,33.9419,-100.8382,33.9419,-100.8382,0,0,0,0,0,345,0,0,0,MG
717998,2022,05,17,2022-05-17,19:19:00,3,KS,20,0,52.0000,0,0,0,0,39.4434,-98.7072,39.4434,-98.7072,0,0,0,0,0,141,0,0,0,MG
717999,2022,05,17,2022-05-17,19:22:00,3,KS,20,0,64.0000,0,0,0,0,39.2700,-96.7000,39.2700,-96.7000,0,0,0,0,0,161,0,0,0,EG
718000,2022,05,17,2022-05-17,19:35:00,3,CO,08,0,52.0000,0,0,1000,0,39.7015,-102.2921,39.7015,-102.2921,0,0,0,0,0,125,0,0,0,EG
718001,2022,05,17,2022-05-17,19:43:00,3,KS,20,0,65.0000,0,0,25000,0,39.4132,-98.5500,39.4132,-98.5500,0,0,0,0,0,141,0,0,0,EG
718002,2022,05,17,2022-05-17,20:02:00,3,KS,20,0,65.0000,0,0,0,0,38.8700,-98.8200,38.8700,-98.8200,0,0,0,0,0,167,0,0,0,MG
718003,2022,05,17,2022-05-17,20:13:00,3,NE,31,0,51.0000,0,0,0,0,41.0700,-102.0200,41.0700,-102.0200,0,0,0,0,0,101,0,0,0,EG
718004,2022,05,17,2022-05-17,20:30:00,3,KS,20,0,52.0000,0,0,0,0,38.8500,-98.2300,38.8500,-98.2300,0,0,0,0,0,53,0,0,0,EG
718005,2022,05,17,2022-05-17,20:31:00,3,KS,20,0,50.0000,0,0,0,0,39.3700,-101.7000,39.3700,-101.7000,0,0,0,0,0,181,0,0,0,MG
718006,2022,05,17,2022-05-17,20:40:00,3,KS,20,0,70.0000,0,0,0,0,39.0900,-95.9400,39.0900,-95.9400,0,0,0,0,0,177,0,0,0,EG
718007,2022,05,17,2022-05-17,20:46:00,3,KS,20,0,53.0000,0,0,0,0,38.7500,-98.2200,38.7500,-98.2200,0,0,0,0,0,53,0,0,0,MG
718008,2022,05,17,2022-05-17,20:46:00,3,KS,20,0,74.0000,0,0,0,0,39.0900,-95.8600,39.0900,-95.8600,0,0,0,0,0,177,0,0,0,EG
718009,2022,05,17,2022-05-17,20:50:00,3,KS,20,0,61.0000,0,0,0,0,39.0300,-95.8200,39.0300,-95.8200,0,0,0,0,0,177,0,0,0,EG
718010,2022,05,17,2022-05-17,20:51:00,3,KS,20,0,56.0000,0,0,0,0,39.0200,-95.8000,39.0200,-95.8000,0,0,0,0,0,177,0,0,0,EG
718011,2022,05,17,2022-05-17,20:55:00,3,KS,20,0,52.0000,0,0,0,0,39.0200,-95.8000,39.0200,-95.8000,0,0,0,0,0,177,0,0,0,EG
718012,2022,05,17,2022-05-17,21:00:00,3,KS,20,0,70.0000,0,0,0,0,39.1000,-95.8600,39.1000,-95.8600,0,0,0,0,0,177,0,0,0,EG
718013,2022,05,17,2022-05-17,21:18:00,3,KS,20,0,55.0000,0,0,0,0,38.1900,-99.2200,38.1900,-99.2200,0,0,0,0,0,145,0,0,0,MG
718014,2022,05,17,2022-05-17,21:18:00,3,KS,20,0,52.0000,0,0,0,0,38.8200,-97.6200,38.8200,-97.6200,0,0,0,0,0,169,0,0,0,EG
718015,2022,05,17,2022-05-17,21:26:00,3,KS,20,0,54.0000,0,0,0,0,38.3500,-98.8500,38.3500,-98.8500,0,0,0,0,0,9,0,0,0,MG
718016,2022,05,17,2022-05-17,21:30:00,3,OK,40,0,52.0000,0,0,0,0,36.2300,-98.3400,36.2300,-98.3400,0,0,0,0,0,93,0,0,0,EG
718017,2022,05,17,2022-05-17,21:31:00,3,KS,20,0,54.0000,0,0,0,0,38.3500,-98.8600,38.3500,-98.8600,0,0,0,0,0,9,0,0,0,MG
718018,2022,05,17,2022-05-17,21:48:00,3,KS,20,0,52.0000,0,0,0,0,39.0400,-95.7100,39.0400,-95.7100,0,0,0,0,0,177,0,0,0,EG
718019,2022,05,17,2022-05-17,21:50:00,3,KS,20,0,56.0000,0,0,0,0,38.9500,-95.2200,38.9500,-95.2200,0,0,0,0,0,45,0,0,0,EG
718020,2022,05,17,2022-05-17,22:15:00,3,KS,20,0,52.0000,0,0,0,0,38.1400,-98.0500,38.1400,-98.0500,0,0,0,0,0,155,0,0,0,EG
718021,2022,05,17,2022-05-17,22:18:00,3,KS,20,0,52.0000,0,0,0,0,38.3500,-97.0200,38.3500,-97.0200,0,0,0,0,0,115,0,0,0,EG
718022,2022,05,17,2022-05-17,22:19:00,3,KS,20,0,56.0000,0,0,0,0,37.8400,-98.3700,37.8400,-98.3700,0,0,0,0,0,155,0,0,0,MG
718023,2022,05,17,2022-05-17,22:30:00,3,KS,20,0,52.0000,0,0,0,0,38.8400,-94.8000,38.8400,-94.8000,0,0,0,0,0,91,0,0,0,EG
718024,2022,05,17,2022-05-17,22:55:00,3,KS,20,0,50.0000,0,0,0,0,37.6600,-97.4400,37.6600,-97.4400,0,0,0,0,0,173,0,0,0,MG
718025,2022,05,17,2022-05-17,23:02:00,3,KS,20,0,61.0000,0,0,0,0,37.6200,-97.3800,37.6200,-97.3800,0,0,0,0,0,173,0,0,0,EG
718026,2022,05,17,2022-05-17,23:03:00,3,KS,20,0,52.0000,0,0,0,0,37.6200,-97.3600,37.6200,-97.3600,0,0,0,0,0,173,0,0,0,EG
718027,2022,05,17,2022-05-17,23:05:00,3,MO,29,0,52.0000,0,0,0,0,39.0100,-94.5900,39.0100,-94.5900,0,0,0,0,0,95,0,0,0,EG
718028,2022,05,17,2022-05-17,23:10:00,3,KS,20,0,53.0000,0,0,0,0,37.6200,-97.2700,37.6200,-97.2700,0,0,0,0,0,173,0,0,0,MG
718029,2022,05,17,2022-05-17,23:47:00,3,KS,20,0,61.0000,0,0,0,0,37.1600,-97.0300,37.1600,-97.0300,0,0,0,0,0,35,0,0,0,MG
718030,2022,05,18,2022-05-18,00:25:00,3,KS,20,0,56.0000,0,0,0,0,37.5300,-95.8200,37.5300,-95.8200,0,0,0,0,0,205,0,0,0,EG
718031,2022,05,18,2022-05-18,00:52:00,3,KS,20,0,56.0000,0,0,0,0,37.0800,-95.5700,37.0800,-95.5700,0,0,0,0,0,125,0,0,0,MG
718032,2022,05,18,2022-05-18,01:24:00,3,MO,29,0,55.0000,0,0,0,0,37.1500,-94.5000,37.0526,-94.3371,0,0,0,0,0,97,0,0,0,MG
718033,2022,05,18,2022-05-18,01:26:00,3,MO,29,0,52.0000,0,0,0,0,37.2200,-94.3300,37.2053,-94.2777,0,0,0,0,0,97,0,0,0,EG
718034,2022,05,18,2022-05-18,01:34:00,3,MO,29,0,52.0000,0,0,0,0,37.0500,-94.3200,37.0337,-94.2942,0,0,0,0,0,145,0,0,0,EG
718035,2022,05,18,2022-05-18,01:35:00,3,OK,40,0,61.0000,0,0,15000,0,36.6311,-95.2367,36.6445,-95.1333,0,0,0,0,0,35,0,0,0,EG
718036,2022,05,18,2022-05-18,13:00:00,3,ND,38,0,52.0000,0,0,0,0,47.6300,-97.0800,47.6300,-97.0800,0,0,0,0,0,97,0,0,0,EG
718037,2022,05,18,2022-05-18,13:35:00,3,MN,27,0,50.0000,0,0,0,0,47.4100,-93.4900,47.4100,-93.4900,0,0,0,0,0,61,0,0,0,EG
718038,2022,05,18,2022-05-18,13:45:00,3,MN,27,0,50.0000,0,0,0,0,47.0700,-93.4500,47.0700,-93.4500,0,0,0,0,0,61,0,0,0,EG
718039,2022,05,18,2022-05-18,13:50:00,3,MN,27,0,52.0000,0,0,0,0,47.5600,-96.2900,47.5600,-96.2900,0,0,0,0,0,119,0,0,0,EG
718040,2022,05,18,2022-05-18,13:54:00,3,KY,21,0,52.0000,0,0,0,0,37.7650,-86.0076,37.7650,-86.0076,0,0,0,0,0,93,0,0,0,EG
718041,2022,05,18,2022-05-18,13:55:00,3,KY,21,0,52.0000,0,0,0,0,37.7609,-86.0002,37.7609,-86.0002,0,0,0,0,0,93,0,0,0,EG
718042,2022,05,18,2022-05-18,13:58:00,3,KY,21,0,51.0000,0,0,0,0,37.7500,-85.9700,37.7500,-85.9700,0,0,0,0,0,93,0,0,0,EG
718043,2022,05,18,2022-05-18,14:05:00,3,MN,27,0,55.0000,0,0,0,0,46.6900,-94.0300,46.6900,-94.0300,0,0,0,0,0,35,0,0,0,EG
718044,2022,05,18,2022-05-18,14:10:00,3,MN,27,0,55.0000,0,0,0,0,46.5300,-93.7100,46.5300,-93.7100,0,0,0,0,0,1,0,0,0,EG
718045,2022,05,18,2022-05-18,14:15:00,3,MN,27,0,51.0000,0,0,0,0,47.6100,-95.7900,47.6100,-95.7900,0,0,0,0,0,119,0,0,0,MG
718046,2022,05,18,2022-05-18,14:15:00,3,MN,27,0,50.0000,0,0,0,0,46.3700,-93.7500,46.3700,-93.7500,0,0,0,0,0,1,0,0,0,EG
718047,2022,05,18,2022-05-18,14:35:00,3,MN,27,0,50.0000,0,0,0,0,46.2800,-96.1300,46.2800,-96.1300,0,0,0,0,0,111,0,0,0,MG
718048,2022,05,18,2022-05-18,14:47:00,3,MN,27,0,50.0000,0,0,0,0,46.8700,-92.4700,46.8700,-92.4700,0,0,0,0,0,137,0,0,0,EG
718049,2022,05,18,2022-05-18,14:49:00,3,MN,27,0,50.0000,0,0,0,0,46.8500,-92.6100,46.8500,-92.6100,0,0,0,0,0,137,0,0,0,EG
718050,2022,05,18,2022-05-18,14:50:00,3,MN,27,0,50.0000,0,0,0,0,46.4800,-93.2700,46.4800,-93.2700,0,0,0,0,0,1,0,0,0,EG
718051,2022,05,18,2022-05-18,14:54:00,3,MN,27,0,50.0000,0,0,0,0,46.8700,-92.3300,46.8700,-92.3300,0,0,0,0,0,137,0,0,0,EG
718052,2022,05,18,2022-05-18,14:55:00,3,MN,27,0,55.0000,0,0,0,0,46.8400,-92.4500,46.8400,-92.4500,0,0,0,0,0,137,0,0,0,EG
718053,2022,05,18,2022-05-18,14:55:00,3,MN,27,0,50.0000,0,0,0,0,47.0800,-92.5900,47.0800,-92.5900,0,0,0,0,0,137,0,0,0,EG
718054,2022,05,18,2022-05-18,14:57:00,3,MN,27,0,55.0000,0,0,0,0,46.8500,-92.5100,46.8500,-92.5100,0,0,0,0,0,137,0,0,0,EG
718055,2022,05,18,2022-05-18,15:00:00,3,MN,27,0,50.0000,0,0,0,0,46.8500,-92.4600,46.8500,-92.4600,0,0,0,0,0,137,0,0,0,EG
718056,2022,05,18,2022-05-18,15:00:00,3,MN,27,0,50.0000,0,0,0,0,46.8900,-92.3700,46.8900,-92.3700,0,0,0,0,0,137,0,0,0,EG
718057,2022,05,18,2022-05-18,15:00:00,3,MN,27,0,55.0000,0,0,0,0,46.8700,-92.3900,46.8700,-92.3900,0,0,0,0,0,137,0,0,0,EG
718058,2022,05,18,2022-05-18,15:03:00,3,MN,27,0,52.0000,0,0,0,0,47.4800,-94.8800,47.4800,-94.8800,0,0,0,0,0,7,0,0,0,EG
718059,2022,05,18,2022-05-18,15:06:00,3,MN,27,0,50.0000,0,0,0,0,46.4700,-92.8800,46.4700,-92.8800,0,0,0,0,0,17,0,0,0,EG
718060,2022,05,18,2022-05-18,15:06:00,3,MN,27,0,50.0000,0,0,0,0,46.9000,-92.3600,46.9000,-92.3600,0,0,0,0,0,137,0,0,0,EG
718061,2022,05,18,2022-05-18,15:06:00,3,MN,27,0,50.0000,0,0,0,0,46.8900,-92.3600,46.8900,-92.3600,0,0,0,0,0,137,0,0,0,EG
718062,2022,05,18,2022-05-18,15:10:00,3,MN,27,0,50.0000,0,0,0,0,46.8700,-92.3300,46.8700,-92.3300,0,0,0,0,0,137,0,0,0,EG
718063,2022,05,18,2022-05-18,15:12:00,3,MN,27,0,50.0000,0,0,0,0,46.8779,-92.2917,46.8779,-92.2917,0,0,0,0,0,137,0,0,0,EG
718064,2022,05,18,2022-05-18,15:12:00,3,MN,27,0,50.0000,0,0,0,0,46.8700,-92.2800,46.8700,-92.2800,0,0,0,0,0,137,0,0,0,EG
718065,2022,05,18,2022-05-18,15:16:00,3,MN,27,0,50.0000,0,0,0,0,46.9400,-92.0800,46.9400,-92.0800,0,0,0,0,0,137,0,0,0,EG
718066,2022,05,18,2022-05-18,15:16:00,3,MN,27,0,50.0000,0,0,0,0,46.9500,-92.0600,46.9500,-92.0600,0,0,0,0,0,137,0,0,0,EG
718067,2022,05,18,2022-05-18,15:17:00,3,MN,27,0,50.0000,0,0,0,0,46.9500,-92.0900,46.9500,-92.0900,0,0,0,0,0,137,0,0,0,EG
718068,2022,05,18,2022-05-18,15:18:00,3,MN,27,0,55.0000,0,0,0,0,46.9500,-92.0700,46.9500,-92.0700,0,0,0,0,0,137,0,0,0,EG
718069,2022,05,18,2022-05-18,15:27:00,3,MN,27,0,51.0000,0,0,0,0,47.5300,-94.9500,47.5300,-94.9500,0,0,0,0,0,7,0,0,0,MG
718070,2022,05,18,2022-05-18,15:37:00,3,KY,21,0,53.0000,0,0,0,0,37.4989,-85.2898,37.4989,-85.2898,0,0,0,0,0,155,0,0,0,EG
718071,2022,05,18,2022-05-18,15:37:00,3,KY,21,0,51.0000,0,0,0,0,37.5251,-85.3029,37.5251,-85.3029,0,0,0,0,0,155,0,0,0,EG
718072,2022,05,18,2022-05-18,16:04:00,3,KY,21,0,54.0000,0,0,0,0,37.3521,-84.9167,37.3521,-84.9167,0,0,0,0,0,45,0,0,0,EG
718073,2022,05,18,2022-05-18,16:17:00,3,MN,27,0,50.0000,0,0,0,0,47.2200,-93.5600,47.2200,-93.5600,0,0,0,0,0,61,0,0,0,EG
718074,2022,05,18,2022-05-18,16:30:00,3,KY,21,0,53.0000,0,0,0,0,37.3491,-84.9793,37.3491,-84.9793,0,0,0,0,0,45,0,0,0,EG
718075,2022,05,18,2022-05-18,16:34:00,3,KY,21,0,51.0000,0,0,0,0,37.3274,-84.9035,37.3274,-84.9035,0,0,0,0,0,45,0,0,0,EG
718076,2022,05,18,2022-05-18,16:35:00,3,WI,55,0,51.0000,0,0,0,0,46.5500,-90.9200,46.5500,-90.9200,0,0,0,0,0,3,0,0,0,MG
718077,2022,05,18,2022-05-18,16:43:00,3,MN,27,0,50.0000,0,0,0,0,46.3800,-92.8300,46.3800,-92.8300,0,0,0,0,0,115,0,0,0,EG
718078,2022,05,18,2022-05-18,16:44:00,3,WI,55,0,50.0000,0,0,0,0,46.5900,-90.6000,46.5900,-90.6000,0,0,0,0,0,3,0,0,0,EG
718079,2022,05,18,2022-05-18,16:45:00,3,WI,55,0,55.0000,0,0,10000,0,46.6300,-90.9300,46.6300,-90.9300,0,0,0,0,0,7,0,0,0,EG
718080,2022,05,18,2022-05-18,16:47:00,3,WI,55,0,50.0000,0,0,0,0,46.6700,-90.8900,46.6700,-90.8900,0,0,0,0,0,7,0,0,0,EG
718081,2022,05,18,2022-05-18,17:22:00,3,WI,55,0,50.0000,0,0,0,0,46.0100,-90.4500,46.0100,-90.4500,0,0,0,0,0,3,0,0,0,EG
718082,2022,05,18,2022-05-18,17:30:00,3,WI,55,0,50.0000,0,0,0,0,46.1000,-90.1700,46.1000,-90.1700,0,0,0,0,0,51,0,0,0,EG
718083,2022,05,18,2022-05-18,17:48:00,3,WI,55,0,52.0000,0,0,0,0,45.9600,-89.8800,45.9600,-89.8800,0,0,0,0,0,125,0,0,0,EG
