om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
621418,2022,04,29,2022-04-29,19:00:00,3,KS,20,0,1,0,0,0,0,38.6800,-97.0500,38.7600,-96.6600,21.7600,50,1,1,1,41,127,0,0,0
621419,2022,04,29,2022-04-29,19:02:00,3,NE,31,0,1,0,0,0,0,41.4600,-97.1100,41.4800,-97.0500,3.3500,20,1,1,1,37,0,0,0,0
621420,2022,04,29,2022-04-29,19:03:00,3,KS,20,0,0,0,0,0,0,38.3475,-97.3368,38.3477,-97.3354,0.0800,30,1,1,1,115,0,0,0,0
621421,2022,04,29,2022-04-29,19:03:00,3,KS,20,0,1,0,0,0,0,39.1900,-96.3800,39.2200,-96.1800,11.0500,100,1,1,1,149,197,149,0,0
621422,2022,04,29,2022-04-29,19:03:00,3,KS,20,0,1,0,0,0,0,38.4493,-97.2048,38.4512,-97.1882,0.9100,50,1,1,1,115,0,0,0,0
621423,2022,04,29,2022-04-29,19:10:00,3,KS,20,0,0,0,0,0,0,38.3640,-97.2239,38.3643,-97.2209,0.1600,30,1,1,1,115,0,0,0,0
621424,2022,04,29,2022-04-29,19:10:00,3,NE,31,0,1,0,0,0,0,40.5300,-96.3900,40.5500,-96.3900,0.8400,100,1,1,1,131,0,0,0,0
621425,2022,04,29,2022-04-29,19:10:00,3,KS,20,0,3,3,0,41500000,0,37.6262,-97.1930,37.7830,-97.0820,12.6500,250,1,1,1,173,15,0,0,0
621426,2022,04,29,2022-04-29,19:18:00,3,NE,31,0,1,0,0,0,0,40.6072,-96.3882,40.6079,-96.3881,0.0500,100,1,1,1,131,0,0,0,0
621427,2022,04,29,2022-04-29,19:19:00,3,KS,20,0,-9,0,0,0,0,38.0730,-97.4430,38.0733,-97.4400,0.1600,50,1,1,1,79,0,0,0,0
621428,2022,04,29,2022-04-29,19:37:00,3,KS,20,0,1,0,0,0,0,39.3200,-95.8800,39.3300,-95.8200,3.2800,40,1,1,1,85,0,0,0,0
621429,2022,04,29,2022-04-29,19:47:00,3,KS,20,0,-9,0,0,0,0,37.7800,-96.8900,37.7800,-96.8865,0.1900,50,1,1,1,15,0,0,0,0
621430,2022,04,29,2022-04-29,20:05:00,3,KS,20,0,1,0,0,0,0,37.7900,-96.7200,37.8300,-96.5800,8.1300,100,1,1,1,15,0,0,0,0
621431,2022,04,29,2022-04-29,20:44:00,3,KS,20,0,1,0,0,0,0,37.8400,-96.4100,37.8398,-96.4096,0.0300,60,1,1,1,73,0,0,0,0
621432,2022,04,30,2022-04-30,15:44:00,3,IL,17,0,0,0,0,0,0,41.8370,-87.9453,41.8215,-87.9751,1.9000,60,1,1,1,43,0,0,0,0
621433,2022,04,30,2022-04-30,16:02:00,3,MO,29,0,0,0,0,30000,0,37.7626,-89.9291,37.7640,-89.9284,0.1000,50,1,1,1,157,0,0,0,0
621434,2022,04,30,2022-04-30,16:54:00,3,IL,17,0,0,0,0,0,0,42.3516,-88.8716,42.3555,-88.8642,0.5000,60,1,1,1,7,0,0,0,0
621435,2022,04,30,2022-04-30,17:07:00,3,IL,17,0,-9,0,0,0,0,42.4758,-88.7416,42.4745,-88.7432,0.1200,30,1,1,1,7,0,0,0,0
621436,2022,04,30,2022-04-30,17:14:00,3,AR,05,0,0,0,0,0,5000,34.4541,-92.5564,34.4523,-92.5508,0.3400,50,1,1,1,53,0,0,0,0
621437,2022,04,30,2022-04-30,17:46:00,3,IL,17,0,-9,0,0,0,0,40.5399,-88.6605,40.5440,-88.6583,0.3100,30,1,1,1,113,0,0,0,0
621438,2022,04,30,2022-04-30,17:52:00,3,AR,05,0,0,0,0,50000,0,34.9509,-91.5458,34.9488,-91.5414,0.2900,100,1,1,1,117,0,0,0,0
621439,2022,05,01,2022-05-01,13:10:00,3,PR,72,0,1,0,0,0,0,18.4589,-66.7460,18.4543,-66.7448,0.3500,176,1,1,1,13,0,0,0,0
621440,2022,05,01,2022-05-01,16:04:00,3,TX,48,0,-9,0,0,0,0,31.1341,-102.9928,31.0948,-102.9310,4.5500,100,1,1,1,371,0,0,0,0
621441,2022,05,01,2022-05-01,17:35:00,3,TX,48,0,-9,0,0,0,0,31.0540,-102.6671,31.0796,-102.6372,2.5000,100,1,1,1,371,0,0,0,0
621442,2022,05,01,2022-05-01,18:36:00,3,TX,48,0,-9,0,0,0,0,30.9188,-102.7609,30.9198,-102.7576,0.2100,50,1,1,1,371,0,0,0,0
621443,2022,05,01,2022-05-01,18:44:00,3,TX,48,0,2,0,0,650000,0,32.6377,-100.7711,32.6397,-100.7655,0.3500,150,1,1,1,415,0,0,0,0
621444,2022,05,01,2022-05-01,18:55:00,3,TX,48,0,0,0,0,5000,0,35.6365,-101.5991,35.6368,-101.5991,0.0200,25,1,1,1,233,0,0,0,0
621445,2022,05,02,2022-05-02,14:25:00,3,KS,20,0,0,0,0,0,0,37.2036,-99.5440,37.2024,-99.5133,1.6900,35,1,1,1,33,0,0,0,0
621446,2022,05,02,2022-05-02,14:46:00,3,KS,20,0,0,0,0,0,0,37.1024,-99.3483,37.1028,-99.3389,0.5200,25,1,1,1,33,0,0,0,0
621447,2022,05,02,2022-05-02,15:13:00,3,OK,40,0,0,0,0,0,0,35.9670,-98.1630,35.9750,-98.1620,0.6000,80,1,1,1,73,0,0,0,0
621448,2022,05,02,2022-05-02,15:22:00,3,OK,40,0,0,0,0,0,0,35.9640,-98.1510,35.9770,-98.1480,0.9000,80,1,1,1,73,0,0,0,0
621449,2022,05,02,2022-05-02,15:36:00,3,OK,40,0,0,0,0,30000,0,35.5360,-98.5920,35.5470,-98.5670,1.6000,10,1,1,1,15,0,0,0,0
621450,2022,05,02,2022-05-02,16:13:00,3,OK,40,0,0,0,0,100000,0,34.9170,-98.1990,34.9120,-98.1940,0.5000,240,1,1,1,15,0,0,0,0
621451,2022,05,02,2022-05-02,16:18:00,3,OK,40,0,1,0,0,100000,0,34.9610,-94.5760,35.0190,-94.5060,5.6000,1400,1,1,1,79,0,0,0,0
621452,2022,05,02,2022-05-02,16:57:00,3,OK,40,0,-9,0,0,0,0,36.3640,-97.0870,36.3710,-97.0630,1.4200,150,1,1,1,103,0,0,0,0
621453,2022,05,02,2022-05-02,17:26:00,3,OK,40,0,1,0,0,50000,0,36.0010,-96.9680,36.0130,-96.8520,6.5400,500,1,1,1,119,0,0,0,0
621454,2022,05,02,2022-05-02,18:52:00,3,OK,40,0,1,0,0,150000,0,35.2000,-96.7620,35.2120,-96.6540,6.3000,700,1,1,1,133,0,0,0,0
621455,2022,05,02,2022-05-02,20:03:00,3,OK,40,0,-9,0,0,0,0,35.8909,-95.0241,35.8909,-95.0241,0.1000,75,1,1,1,21,0,0,0,0
621456,2022,05,03,2022-05-03,15:31:00,3,OH,39,0,0,0,0,42500,0,40.9429,-83.7853,41.0121,-83.6854,7.0700,25,1,1,1,63,0,0,0,0
621457,2022,05,03,2022-05-03,16:36:00,3,OH,39,0,1,0,0,50000,0,41.2123,-82.7489,41.2155,-82.7418,0.4300,50,1,1,1,77,0,0,0,0
621458,2022,05,04,2022-05-04,16:52:00,3,TX,48,0,-9,0,0,0,0,33.8130,-100.5941,33.8263,-100.5314,3.7100,30,1,1,1,125,0,0,0,0
621459,2022,05,04,2022-05-04,17:23:00,3,OK,40,0,0,0,0,100000,0,35.1280,-96.8550,35.1530,-96.7790,4.6000,100,1,1,1,125,0,0,0,0
621460,2022,05,04,2022-05-04,17:34:00,3,TX,48,0,-9,0,0,0,0,33.8149,-100.3299,33.8050,-100.1847,8.3600,100,1,1,1,269,0,0,0,0
621461,2022,05,04,2022-05-04,17:37:00,3,OK,40,0,-9,0,0,0,0,35.1600,-96.7900,35.1700,-96.7800,1.0000,100,1,1,1,125,0,0,0,0
621462,2022,05,04,2022-05-04,17:44:00,3,OK,40,0,2,0,0,300000,0,35.1860,-96.7360,35.3160,-96.6000,12.5000,1760,1,1,1,133,0,0,0,0
621463,2022,05,04,2022-05-04,18:00:00,3,TX,48,0,-9,0,0,0,0,33.8040,-100.1325,33.8440,-100.0060,7.8600,100,1,1,1,269,155,0,0,0
621464,2022,05,04,2022-05-04,18:01:00,3,OK,40,0,0,0,0,0,0,35.2840,-96.6120,35.3060,-96.5890,2.0000,175,1,1,1,133,0,0,0,0
621465,2022,05,04,2022-05-04,18:21:00,3,OK,40,0,1,0,0,120000,0,35.3020,-96.4990,35.4430,-96.3420,13.6000,1350,1,1,1,133,107,0,0,0
621466,2022,05,04,2022-05-04,18:40:00,3,TX,48,0,0,0,0,0,0,33.8700,-99.9000,33.9000,-99.7480,9.3000,100,1,1,1,155,0,0,0,0
621467,2022,05,04,2022-05-04,18:44:00,3,OK,40,0,1,0,0,15000,0,35.3900,-96.3440,35.3950,-96.3410,0.4000,150,1,1,1,107,0,0,0,0
621468,2022,05,04,2022-05-04,19:07:00,3,OK,40,0,1,0,0,10000,0,35.2040,-96.9430,35.2130,-96.9040,2.3000,100,1,1,1,125,0,0,0,0
621469,2022,05,04,2022-05-04,19:11:00,3,TX,48,0,-9,0,0,0,0,33.9430,-99.7070,33.9370,-99.6910,1.0000,50,1,1,1,155,0,0,0,0
621470,2022,05,04,2022-05-04,19:25:00,3,TX,48,0,3,0,0,100000,0,33.9350,-99.6160,34.1270,-99.3770,23.1000,600,1,1,1,155,487,0,0,0
621471,2022,05,04,2022-05-04,19:28:00,3,OK,40,0,2,0,0,200000,0,35.2570,-96.7960,35.2640,-96.7950,3.4000,150,1,1,1,125,0,0,0,0
621472,2022,05,04,2022-05-04,19:35:00,3,OK,40,0,1,0,0,10000,0,35.2610,-96.7930,35.2610,-96.7150,4.5200,175,1,1,1,125,133,0,0,0
621473,2022,05,04,2022-05-04,19:58:00,3,OK,40,0,1,0,0,30000,0,35.3260,-96.5090,35.3440,-96.4870,1.7600,150,1,1,1,133,0,0,0,0
621474,2022,05,04,2022-05-04,20:52:00,3,OK,40,0,-9,0,0,0,0,34.9035,-98.9930,34.9035,-98.9930,0.2000,20,1,1,1,75,0,0,0,0
621475,2022,05,04,2022-05-04,21:22:00,3,OK,40,0,-9,0,0,0,0,34.2488,-98.8319,34.2591,-98.8195,1.0000,50,1,1,1,141,0,0,0,0
621476,2022,05,05,2022-05-05,01:09:00,3,OK,40,0,1,0,0,30000,0,35.0720,-95.5640,35.0730,-95.5210,2.4000,450,1,1,1,121,0,0,0,0
621477,2022,05,05,2022-05-05,11:53:00,3,AR,05,0,2,0,0,50000,0,34.3600,-91.5300,34.3624,-91.5081,1.5300,300,1,1,1,1,0,0,0,0
621478,2022,05,05,2022-05-05,12:45:00,3,TX,48,0,2,1,0,100000,0,32.1763,-94.7395,32.2396,-94.6142,8.6200,1000,1,1,1,401,0,0,0,0
621479,2022,05,05,2022-05-05,12:53:00,3,OK,40,0,0,0,0,0,0,34.0120,-96.4170,34.0120,-96.4170,0.1000,10,1,1,1,13,0,0,0,0
621480,2022,05,05,2022-05-05,13:04:00,3,TX,48,0,1,0,0,0,0,32.2408,-94.5904,32.2716,-94.4534,8.2800,500,1,1,1,401,365,0,0,0
621481,2022,05,05,2022-05-05,13:25:00,3,TX,48,0,1,0,0,175000,0,31.9814,-94.7120,31.9948,-94.6568,3.3300,350,1,1,1,401,0,0,0,0
621482,2022,05,06,2022-05-06,01:56:00,3,AL,01,0,1,0,0,0,0,30.6735,-88.0560,30.6771,-88.0535,0.2900,25,1,1,1,97,0,0,0,0
621483,2022,05,06,2022-05-06,02:47:00,3,AL,01,0,1,0,0,0,0,30.6044,-87.8758,30.6074,-87.8736,0.2600,25,1,1,1,3,0,0,0,0
621484,2022,05,06,2022-05-06,11:49:00,3,KY,21,0,1,2,0,0,0,36.9650,-84.6075,36.9923,-84.5627,3.1900,100,1,1,1,199,0,0,0,0
621485,2022,05,06,2022-05-06,14:14:00,3,SC,45,0,1,0,0,10000,0,34.9390,-82.7380,34.9440,-82.7310,0.5300,150,1,1,1,77,0,0,0,0
621486,2022,05,06,2022-05-06,14:44:00,3,OR,41,0,1,0,0,0,0,45.7870,-118.2830,45.7990,-118.2260,2.8700,175,1,1,1,59,0,0,0,0
621487,2022,05,06,2022-05-06,15:00:00,3,NC,37,0,1,0,0,30000,0,35.4520,-83.4470,35.4570,-83.4420,0.4500,50,1,1,1,173,0,0,0,0
621488,2022,05,06,2022-05-06,15:08:00,3,NC,37,0,1,0,0,250000,0,36.0871,-79.2441,36.1248,-79.2009,3.5500,400,1,1,1,135,0,0,0,0
621489,2022,05,06,2022-05-06,15:44:00,3,IN,18,0,0,0,0,10000,0,39.0119,-85.9163,39.0118,-85.9152,0.0600,20,1,1,1,71,0,0,0,0
621490,2022,05,06,2022-05-06,15:49:00,3,FL,12,0,0,0,0,0,0,30.1135,-84.1584,30.1054,-84.1175,2.5100,25,1,1,1,129,0,0,0,0
621491,2022,05,06,2022-05-06,17:06:00,3,FL,12,0,0,0,0,75000,0,30.1114,-83.5833,30.1120,-83.5789,0.2700,50,1,1,1,123,0,0,0,0
621492,2022,05,06,2022-05-06,17:41:00,3,NC,37,0,1,0,0,700000,12000,36.3646,-79.7966,36.3900,-79.6400,7.9000,300,1,1,1,157,0,0,0,0
621493,2022,05,06,2022-05-06,18:40:00,3,VA,51,0,0,0,0,8000,0,37.8800,-79.2900,37.8800,-79.2900,0.1000,60,1,1,1,163,0,0,0,0
621494,2022,05,06,2022-05-06,21:03:00,3,WA,53,0,0,0,0,10000,0,47.6576,-117.5290,47.6575,-117.5164,0.5900,50,1,1,1,63,0,0,0,0
621495,2022,05,06,2022-05-06,21:17:00,3,WA,53,0,0,0,0,40000,0,47.6479,-117.3493,47.6546,-117.3045,2.1400,250,1,1,1,63,0,0,0,0
621496,2022,05,07,2022-05-07,19:12:00,3,SD,46,0,0,0,0,0,0,45.4300,-98.6000,45.4300,-98.6000,0.0100,10,1,1,1,13,0,0,0,0
621497,2022,05,07,2022-05-07,19:15:00,3,SD,46,0,0,0,0,0,0,45.4300,-98.5200,45.4300,-98.5200,0.0100,10,1,1,1,13,0,0,0,0
621498,2022,05,07,2022-05-07,19:37:00,3,SD,46,0,0,0,0,0,0,45.6000,-98.3100,45.6000,-98.3100,0.0100,10,1,1,1,13,0,0,0,0
621499,2022,05,08,2022-05-08,20:04:00,3,ND,38,0,0,0,0,0,0,46.8493,-98.2830,46.8512,-98.2806,0.1700,10,1,1,1,3,0,0,0,0
621500,2022,05,09,2022-05-09,09:28:00,3,WI,55,0,0,0,0,0,0,45.4741,-92.6532,45.4847,-92.6509,0.7400,50,1,1,1,95,0,0,0,0
621501,2022,05,09,2022-05-09,14:05:00,3,FL,12,0,0,0,0,0,0,25.0534,-80.4794,25.0534,-80.4794,0.0100,15,1,1,1,87,0,0,0,0
621502,2022,05,09,2022-05-09,16:38:00,3,MN,27,0,0,0,0,0,0,44.6497,-92.8613,44.7018,-92.7711,5.7100,25,1,1,1,37,0,0,0,0
621503,2022,05,09,2022-05-09,18:10:00,3,WI,55,0,0,0,0,0,0,44.4702,-92.2518,44.4825,-92.2336,1.2400,25,1,1,1,91,0,0,0,0
621504,2022,05,09,2022-05-09,18:25:00,3,WI,55,0,0,0,0,0,0,44.9504,-92.0619,44.9529,-92.0474,0.7300,50,1,1,1,33,0,0,0,0
621505,2022,05,09,2022-05-09,18:32:00,3,WI,55,0,1,0,0,0,0,44.9192,-91.8256,44.9795,-91.6556,9.3000,50,1,1,1,33,0,0,0,0
621506,2022,05,11,2022-05-11,16:33:00,3,MN,27,0,1,0,0,0,1000,43.9142,-95.5040,43.9517,-95.4582,3.4700,75,1,1,1,101,33,0,0,0
621507,2022,05,11,2022-05-11,16:46:00,3,MN,27,0,-9,0,0,0,0,43.9671,-95.2985,43.9676,-95.2977,0.0500,25,1,1,1,33,0,0,0,0
621508,2022,05,11,2022-05-11,16:47:00,3,MN,27,0,1,0,0,0,0,44.0338,-95.3368,44.0411,-95.3223,0.8800,50,1,1,1,33,0,0,0,0
621509,2022,05,11,2022-05-11,17:10:00,3,MN,27,0,-9,0,0,0,0,44.0792,-94.9709,44.0796,-94.9703,0.0400,25,1,1,1,33,0,0,0,0
621510,2022,05,11,2022-05-11,17:51:00,3,MN,27,0,0,0,0,0,0,44.2215,-94.4585,44.2430,-94.4509,1.5300,50,1,1,1,15,0,0,0,0
621511,2022,05,11,2022-05-11,18:37:00,3,MN,27,0,0,0,0,0,0,44.6386,-93.9182,44.7044,-93.8560,5.4900,50,1,1,1,143,19,0,0,0
621512,2022,05,11,2022-05-11,19:29:00,3,MN,27,0,0,0,0,0,0,45.1844,-93.2720,45.2193,-93.2299,3.1600,50,1,1,1,3,0,0,0,0
621513,2022,05,12,2022-05-12,16:39:00,3,SD,46,0,2,0,0,0,0,44.5731,-96.8389,44.5786,-96.8342,0.4400,40,1,1,1,39,0,0,0,0
621514,2022,05,12,2022-05-12,16:40:00,3,SD,46,0,1,1,0,0,0,44.7388,-97.2897,44.7458,-97.2938,0.5200,20,1,1,1,57,0,0,0,0
621515,2022,05,12,2022-05-12,16:45:00,3,SD,46,0,0,0,0,0,0,44.9900,-97.9055,44.9900,-97.9055,0.0200,10,1,1,1,25,0,0,0,0
621516,2022,05,12,2022-05-12,16:45:00,3,SD,46,0,0,0,0,0,0,44.8322,-97.5491,44.8366,-97.5509,0.3200,10,1,1,1,25,0,0,0,0
621517,2022,05,12,2022-05-12,16:45:00,3,SD,46,0,2,1,0,0,0,44.7170,-97.0279,44.7454,-97.0286,1.9600,80,1,1,1,57,0,0,0,0
621518,2022,05,12,2022-05-12,16:58:00,3,SD,46,0,2,1,0,0,0,44.7733,-96.4598,44.7777,-96.4536,0.4300,60,1,1,1,39,0,0,0,0
621519,2022,05,12,2022-05-12,16:59:00,3,SD,46,0,1,0,0,0,0,44.8163,-96.4886,44.8446,-96.4760,2.0500,10,1,1,1,39,0,0,0,0
621520,2022,05,12,2022-05-12,17:02:00,3,SD,46,0,1,0,0,0,0,45.0011,-97.5774,45.0071,-97.5720,0.4900,20,1,1,1,25,0,0,0,0
621521,2022,05,12,2022-05-12,17:02:00,3,SD,46,0,1,0,0,0,0,45.0048,-97.1902,45.0074,-97.1917,0.2000,50,1,1,1,29,0,0,0,0
621522,2022,05,12,2022-05-12,17:05:00,3,SD,46,0,1,0,0,0,0,44.8841,-96.6520,44.8875,-96.6527,0.2400,50,1,1,1,39,0,0,0,0
621523,2022,05,12,2022-05-12,17:09:00,3,MN,27,0,1,0,0,0,0,45.0059,-96.1859,45.0177,-96.1788,0.8900,50,1,1,1,73,0,0,0,0
621524,2022,05,12,2022-05-12,17:13:00,3,SD,46,0,1,0,0,0,0,45.2348,-97.4948,45.2364,-97.4956,0.1200,35,1,1,1,37,0,0,0,0
621525,2022,05,12,2022-05-12,17:15:00,3,SD,46,0,1,0,0,0,0,45.0884,-96.4798,45.0919,-96.4697,0.5500,20,1,1,1,51,0,0,0,0
621526,2022,05,12,2022-05-12,17:19:00,3,SD,46,0,1,0,0,0,0,45.2177,-96.7813,45.2363,-96.7772,1.3000,10,1,1,1,51,0,0,0,0
621527,2022,05,12,2022-05-12,17:19:00,3,MN,27,0,1,0,0,0,0,45.1481,-96.1252,45.1630,-96.1183,1.0800,50,1,1,1,73,0,0,0,0
621528,2022,05,12,2022-05-12,17:50:00,3,MN,27,0,0,0,0,0,0,45.3534,-95.2893,45.3812,-95.2756,2.0300,50,1,1,1,151,0,0,0,0
621529,2022,05,12,2022-05-12,17:51:00,3,MN,27,0,1,0,0,0,0,45.7151,-96.3072,45.7401,-96.2958,1.8100,20,1,1,1,155,0,0,0,0
621530,2022,05,12,2022-05-12,17:52:00,3,SD,46,0,0,0,0,0,0,45.7830,-96.9281,45.7868,-96.9241,0.3300,10,1,1,1,109,0,0,0,0
621531,2022,05,12,2022-05-12,17:52:00,3,MN,27,0,0,0,0,0,0,45.6663,-95.5279,45.6938,-95.5218,1.9200,25,1,1,1,121,0,0,0,0
621532,2022,05,12,2022-05-12,17:59:00,3,MN,27,0,0,0,0,0,0,45.8430,-96.2661,45.9063,-96.2542,4.4100,20,1,1,1,155,0,0,0,0
621533,2022,05,12,2022-05-12,18:01:00,3,IA,19,0,-9,0,0,0,0,42.3592,-96.3417,42.3602,-96.3411,0.0800,50,1,1,1,193,0,0,0,0
621534,2022,05,12,2022-05-12,18:07:00,3,MN,27,0,1,0,0,0,0,45.9500,-96.2600,45.9895,-96.2375,2.9400,50,1,1,1,51,0,0,0,0
621535,2022,05,12,2022-05-12,18:10:00,3,ND,38,0,1,0,0,0,0,45.9600,-96.7200,46.0076,-96.7023,3.3900,150,1,1,1,77,0,0,0,0
621536,2022,05,12,2022-05-12,18:12:00,3,MN,27,0,1,0,0,0,0,45.9062,-95.3967,45.9403,-95.3781,2.5200,200,1,1,1,41,0,0,0,0
621537,2022,05,12,2022-05-12,18:16:00,3,MN,27,0,2,0,0,0,0,46.0263,-96.4830,46.1464,-96.3752,9.7700,100,1,1,1,167,0,0,0,0
621538,2022,05,12,2022-05-12,18:17:00,3,MN,27,0,0,0,0,0,0,45.7447,-94.9528,45.7637,-94.9470,1.3400,25,1,1,1,145,0,0,0,0
621539,2022,05,12,2022-05-12,18:31:00,3,MN,27,0,1,0,0,0,0,46.2600,-95.7500,46.3080,-95.7208,3.6000,100,1,1,1,111,0,0,0,0
621540,2022,05,12,2022-05-12,18:33:00,3,MN,27,0,1,0,0,0,0,46.1046,-94.9627,46.1467,-94.9309,3.2800,100,1,1,1,153,0,0,0,0
621541,2022,05,12,2022-05-12,18:40:00,3,MN,27,0,0,0,0,0,0,46.3123,-95.5963,46.3234,-95.5856,0.9200,50,1,1,1,111,0,0,0,0
621542,2022,05,12,2022-05-12,18:46:00,3,MN,27,0,0,0,0,0,0,46.1159,-94.6098,46.1448,-94.5667,2.8700,50,1,1,1,97,0,0,0,0
621543,2022,05,12,2022-05-12,18:50:00,3,MN,27,0,2,0,0,0,0,46.3581,-95.0453,46.5995,-94.9068,18.2000,500,1,1,1,153,159,0,0,0
621544,2022,05,12,2022-05-12,18:51:00,3,MN,27,0,1,0,0,750000,0,46.1664,-94.5196,46.2153,-94.4941,3.5900,100,1,1,1,97,0,0,0,0
621545,2022,05,13,2022-05-13,15:49:00,3,IL,17,0,-9,0,0,0,0,40.5798,-90.6815,40.5802,-90.6787,0.1500,10,1,1,1,109,0,0,0,0
621546,2022,05,13,2022-05-13,16:08:00,3,IL,17,0,-9,0,0,0,0,40.8840,-90.6606,40.8849,-90.6587,0.1200,10,1,1,1,187,0,0,0,0
621547,2022,05,13,2022-05-13,16:20:00,3,IL,17,0,-9,0,0,0,0,40.8897,-90.6610,40.8903,-90.6590,0.1100,10,1,1,1,187,0,0,0,0
621548,2022,05,15,2022-05-15,11:44:00,3,FL,12,0,0,0,0,0,0,30.4600,-81.6500,30.4600,-81.6500,0.0100,1,1,1,1,31,0,0,0,0
621549,2022,05,15,2022-05-15,14:54:00,3,IL,17,0,-9,0,0,0,0,38.6400,-89.0120,38.6400,-89.0100,0.1100,30,1,1,1,121,0,0,0,0
621550,2022,05,16,2022-05-16,16:22:00,3,NH,33,0,1,0,0,6000,0,43.3086,-72.3878,43.3659,-72.3362,4.8000,330,1,1,1,19,0,0,0,0
621551,2022,05,16,2022-05-16,18:19:00,3,CO,08,0,0,0,0,0,0,40.7300,-102.9900,40.7300,-102.9900,0.1000,20,1,1,1,75,0,0,0,0
621552,2022,05,16,2022-05-16,18:20:00,3,NC,37,0,1,0,0,0,0,35.1700,-77.1800,35.1700,-77.1800,0.1000,80,1,1,1,49,0,0,0,0
621553,2022,05,16,2022-05-16,19:41:00,3,NE,31,0,-9,0,0,0,0,40.9000,-101.7900,40.9000,-101.7900,0.0100,10,1,1,1,135,0,0,0,0
621554,2022,05,16,2022-05-16,19:52:00,3,NE,31,0,-9,0,0,0,0,41.0600,-102.0700,41.0600,-102.0700,0.0100,10,1,1,1,49,0,0,0,0
621555,2022,05,17,2022-05-17,15:43:00,3,KS,20,0,-9,0,0,0,0,39.9545,-100.2829,39.9577,-100.2485,1.8400,100,1,1,1,39,0,0,0,0
621556,2022,05,17,2022-05-17,16:10:00,3,NE,31,0,-9,0,0,0,0,40.1600,-100.1300,40.1600,-100.1300,0.0100,20,1,1,1,65,0,0,0,0
621557,2022,05,17,2022-05-17,16:14:00,3,NE,31,0,-9,0,0,0,0,40.0300,-99.8800,40.0300,-99.8800,0.0100,20,1,1,1,65,0,0,0,0
621558,2022,05,17,2022-05-17,18:46:00,3,KS,20,0,-9,0,0,0,0,39.1297,-100.3664,39.1273,-100.3564,0.5600,50,1,1,1,63,0,0,0,0
621559,2022,05,17,2022-05-17,18:47:00,3,ND,38,0,-9,0,0,0,0,48.8600,-100.8300,48.8623,-100.8237,0.3300,50,1,1,1,9,0,0,0,0
621560,2022,05,18,2022-05-18,15:16:00,3,MN,27,0,0,0,0,0,0,46.9438,-92.0955,46.9462,-92.0298,3.1000,50,1,1,1,137,0,0,0,0
621561,2022,05,19,2022-05-19,13:54:00,3,MO,29,0,1,0,0,40000,0,37.6300,-92.0100,37.6720,-91.9997,2.9600,200,1,1,1,161,0,0,0,0
621562,2022,05,19,2022-05-19,14:19:00,3,MO,29,0,1,0,0,0,0,37.8500,-91.7488,37.8641,-91.7481,0.9700,100,1,1,1,161,0,0,0,0
621563,2022,05,19,2022-05-19,15:16:00,3,MO,29,0,0,0,0,20000,0,38.3050,-91.0410,38.3410,-91.0500,2.5300,50,1,1,1,71,0,0,0,0
621564,2022,05,19,2022-05-19,15:23:00,3,MO,29,0,1,0,0,30000,0,38.3780,-91.2240,38.3950,-91.2330,1.2700,100,1,1,1,71,0,0,0,0
621565,2022,05,19,2022-05-19,15:50:00,3,MO,29,0,0,0,0,0,0,38.5050,-90.5753,38.5070,-90.5750,0.1400,20,1,1,1,189,0,0,0,0
621566,2022,05,19,2022-05-19,15:58:00,3,MO,29,0,0,0,0,50000,0,38.5820,-90.3980,38.6230,-90.3790,3.0100,75,1,1,1,189,0,0,0,0
621567,2022,05,19,2022-05-19,16:03:00,3,MO,29,0,0,0,0,20000,0,38.6300,-90.4180,38.6480,-90.4100,1.3200,50,1,1,1,189,0,0,0,0
621568,2022,05,19,2022-05-19,16:06:00,3,MO,29,0,0,0,0,50000,0,38.6790,-90.4700,38.6900,-90.4740,0.7900,50,1,1,1,189,0,0,0,0
621569,2022,05,19,2022-05-19,16:44:00,3,IL,17,0,0,0,0,10000,0,38.6140,-89.7510,38.6170,-89.7490,0.2300,50,1,1,1,163,0,0,0,0
621570,2022,05,19,2022-05-19,16:53:00,3,IL,17,0,0,0,0,30000,0,38.4240,-89.5000,38.4420,-89.4800,1.6500,50,1,1,1,27,0,0,0,0
621571,2022,05,19,2022-05-19,16:57:00,3,IL,17,0,1,0,0,70000,0,38.6630,-89.5190,38.8820,-89.3910,16.6500,250,1,1,1,27,5,0,0,0
621572,2022,05,19,2022-05-19,19:20:00,3,WI,55,0,0,0,0,90000,0,43.8881,-90.7469,43.8888,-90.7414,0.2800,60,1,1,1,81,0,0,0,0
621573,2022,05,19,2022-05-19,20:31:00,3,IL,17,0,2,0,0,705000,0,38.3439,-87.8778,38.6090,-87.4000,26.8500,300,2,0,1,0,0,0,0,0
621573,2022,05,19,2022-05-19,20:31:00,3,IL,17,0,2,0,0,500000,0,38.3439,-87.8778,38.4100,-87.7450,8.5200,300,2,1,2,185,0,0,0,0
621573,2022,05,19,2022-05-19,20:39:00,3,IN,18,0,1,0,0,205000,0,38.4100,-87.7450,38.6090,-87.4000,18.3300,300,2,1,2,51,83,0,0,0
