om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
621262,2022,04,05,2022-04-05,13:01:00,3,GA,13,0,1,0,0,0,0,32.3070,-84.1690,32.3913,-83.8893,17.3300,250,1,1,1,193,0,0,0,0
621263,2022,04,05,2022-04-05,13:07:00,3,GA,13,0,1,0,0,0,0,32.6957,-84.0560,32.7498,-83.9184,8.8300,200,1,1,1,79,0,0,0,0
621264,2022,04,05,2022-04-05,13:15:00,3,GA,13,0,1,0,0,0,0,31.2960,-84.9101,31.3188,-84.8308,4.9400,50,1,1,1,99,0,0,0,0
621265,2022,04,05,2022-04-05,13:15:00,3,GA,13,0,1,0,0,50000,0,31.2568,-84.9327,31.2565,-84.8119,7.1400,50,1,1,1,99,0,0,0,0
621266,2022,04,05,2022-04-05,13:26:00,3,GA,13,0,2,0,0,0,0,32.1890,-83.8806,32.2094,-83.7843,5.8000,300,1,1,1,93,0,0,0,0
621267,2022,04,05,2022-04-05,13:33:00,3,GA,13,0,1,0,0,0,0,32.8716,-83.6970,32.8816,-83.6642,2.0200,100,1,1,1,21,0,0,0,0
621268,2022,04,05,2022-04-05,13:49:00,3,GA,13,0,3,3,0,0,0,32.5480,-83.6024,32.5780,-83.5458,3.8900,820,1,1,1,153,0,0,0,0
621269,2022,04,05,2022-04-05,13:50:00,3,SC,45,0,3,1,0,0,0,32.9286,-81.3756,33.0518,-81.1998,13.2800,1000,1,1,1,5,0,0,0,0
621270,2022,04,05,2022-04-05,13:51:00,3,GA,13,0,0,0,0,0,0,31.3800,-84.3300,31.3845,-84.3206,0.6400,25,1,1,1,7,0,0,0,0
621271,2022,04,05,2022-04-05,14:01:00,3,GA,13,0,0,0,0,0,0,33.0950,-83.3493,33.1185,-83.3409,1.6900,150,1,1,1,9,0,0,0,0
621272,2022,04,05,2022-04-05,14:11:00,3,GA,13,0,1,0,0,0,0,32.6484,-83.3773,32.7144,-83.1802,12.3500,400,1,1,1,289,319,0,0,0
621273,2022,04,05,2022-04-05,14:12:00,3,GA,13,0,1,0,0,100000,0,31.3206,-84.1347,31.2987,-83.9999,8.1000,50,1,1,1,205,0,0,0,0
621274,2022,04,05,2022-04-05,14:14:00,3,GA,13,0,1,0,0,0,0,32.3497,-83.3145,32.3818,-83.1899,7.6200,125,1,1,1,23,91,0,0,0
621275,2022,04,05,2022-04-05,14:18:00,3,SC,45,0,1,0,0,0,0,33.0736,-81.0799,33.1125,-81.0357,3.7300,250,1,1,1,9,0,0,0,0
621276,2022,04,05,2022-04-05,14:20:00,3,GA,13,0,0,0,0,0,0,31.9286,-83.3573,31.9810,-83.2108,9.3800,200,1,1,1,315,91,0,0,0
621277,2022,04,05,2022-04-05,14:39:00,3,SC,45,0,0,0,0,0,0,33.1807,-80.9262,33.1924,-80.8881,2.3500,200,1,1,1,9,0,0,0,0
621278,2022,04,05,2022-04-05,14:53:00,3,SC,45,0,0,0,0,0,0,33.2472,-80.7916,33.2577,-80.7800,0.9900,50,1,1,1,75,0,0,0,0
621279,2022,04,05,2022-04-05,15:07:00,3,SC,45,0,0,0,0,0,0,33.3340,-80.6961,33.3417,-80.6868,0.7600,200,1,1,1,75,0,0,0,0
621280,2022,04,05,2022-04-05,15:10:00,3,GA,13,0,0,0,0,0,0,32.4624,-82.5512,32.4670,-82.5372,0.8800,100,1,1,1,283,0,0,0,0
621281,2022,04,05,2022-04-05,15:17:00,3,GA,13,0,1,0,0,0,0,32.4467,-82.4260,32.4554,-82.4176,0.7800,200,1,1,1,283,0,0,0,0
621282,2022,04,05,2022-04-05,15:18:00,3,GA,13,0,4,12,1,0,0,32.1202,-81.6561,32.1854,-81.4225,14.3900,1300,1,1,1,29,0,0,0,0
621283,2022,04,05,2022-04-05,15:22:00,3,GA,13,0,1,0,0,0,0,32.5482,-82.4197,32.6003,-82.3324,6.2300,150,1,1,1,107,0,0,0,0
621284,2022,04,05,2022-04-05,15:27:00,3,GA,13,0,0,0,0,0,0,32.5211,-82.3086,32.5278,-82.2997,0.7000,50,1,1,1,107,0,0,0,0
621285,2022,04,05,2022-04-05,15:35:00,3,SC,45,0,2,1,0,0,0,33.7910,-81.4923,33.8328,-81.4072,5.6800,100,1,1,1,3,63,0,0,0
621286,2022,04,05,2022-04-05,16:03:00,3,SC,45,0,1,0,0,0,0,33.1124,-81.2277,33.1118,-81.2055,1.2900,100,1,1,1,5,0,0,0,0
621287,2022,04,05,2022-04-05,16:03:00,3,SC,45,0,3,0,0,0,0,33.0993,-81.2180,33.3642,-80.7123,34.4900,500,1,1,1,5,9,75,0,0
621288,2022,04,05,2022-04-05,16:20:00,3,SC,45,0,0,0,0,0,0,32.8435,-81.0761,32.8561,-81.0502,1.7400,250,1,1,1,49,0,0,0,0
621289,2022,04,05,2022-04-05,16:20:00,3,SC,45,0,1,0,0,0,0,33.8261,-81.0973,33.8518,-81.0003,5.8500,40,1,1,1,63,17,0,0,0
621290,2022,04,05,2022-04-05,16:30:00,3,GA,13,0,1,0,0,0,0,32.4398,-83.1547,32.4523,-83.1281,1.7800,250,1,1,1,23,175,0,0,0
621291,2022,04,05,2022-04-05,17:12:00,3,SC,45,0,0,0,0,0,0,33.1690,-80.5188,33.2106,-80.4357,5.6000,50,1,1,1,35,0,0,0,0
621292,2022,04,05,2022-04-05,17:38:00,3,SC,45,0,2,0,0,0,0,33.6907,-80.2292,33.7196,-80.1961,2.7600,140,1,1,1,27,0,0,0,0
621293,2022,04,05,2022-04-05,17:51:00,3,SC,45,0,1,0,0,0,0,33.8947,-79.3035,33.9472,-79.2337,5.4000,50,1,1,1,67,51,0,0,0
621294,2022,04,06,2022-04-06,13:29:00,3,GA,13,0,1,0,0,100000,0,31.8932,-84.0132,31.9142,-83.9610,3.3600,100,1,1,1,177,261,0,0,0
621295,2022,04,06,2022-04-06,15:23:00,3,FL,12,0,0,0,0,153000,0,26.8307,-80.1042,26.8230,-80.1067,0.5500,100,1,1,1,99,0,0,0,0
621296,2022,04,06,2022-04-06,17:14:00,3,GA,13,0,0,0,0,0,0,30.6943,-83.5056,30.7613,-83.3374,11.1200,200,1,1,1,27,185,0,0,0
621297,2022,04,06,2022-04-06,17:45:00,3,GA,13,0,0,0,0,0,0,32.5750,-83.2443,32.5550,-83.1871,3.6200,100,1,1,1,289,23,175,0,0
621298,2022,04,06,2022-04-06,17:52:00,3,GA,13,0,1,0,0,0,0,32.4901,-83.1557,32.4819,-83.0722,4.9000,150,1,1,1,175,0,0,0,0
621299,2022,04,06,2022-04-06,17:53:00,3,GA,13,0,1,0,0,0,0,32.3725,-83.1406,32.3380,-82.8632,16.3600,200,1,1,1,91,175,0,0,0
621300,2022,04,06,2022-04-06,18:22:00,3,GA,13,0,1,0,0,0,0,32.6714,-82.5734,32.7085,-82.4359,8.4100,500,1,1,1,167,107,0,0,0
621301,2022,04,06,2022-04-06,18:22:00,3,GA,13,0,1,0,0,0,0,32.5532,-82.5730,32.6020,-82.3078,15.8000,500,1,1,1,107,0,0,0,0
621302,2022,04,06,2022-04-06,18:39:00,3,GA,13,0,1,0,0,0,0,32.3883,-83.3783,32.3748,-83.1839,11.3900,150,1,1,1,23,91,0,0,0
621303,2022,04,06,2022-04-06,19:12:00,3,GA,13,0,1,0,0,60000,0,30.8722,-83.7478,30.9288,-83.6334,7.9200,300,1,1,1,275,27,0,0,0
621304,2022,04,06,2022-04-06,20:59:00,3,SC,45,0,0,0,0,0,0,32.9187,-80.7411,32.9171,-80.7237,1.0200,100,1,1,1,29,0,0,0,0
621305,2022,04,06,2022-04-06,21:17:00,3,GA,13,0,-9,0,0,0,0,31.3122,-83.7970,31.3400,-83.6219,10.6400,25,1,1,1,71,321,277,0,0
621306,2022,04,06,2022-04-06,21:36:00,3,GA,13,0,1,0,0,100000,0,30.8135,-83.9951,30.8179,-83.9677,1.6500,200,1,1,1,275,0,0,0,0
621307,2022,04,07,2022-04-07,00:31:00,3,FL,12,0,1,0,0,0,0,30.7515,-81.9637,30.7640,-81.9114,3.2200,30,1,1,1,89,0,0,0,0
621308,2022,04,07,2022-04-07,03:50:00,3,GA,13,0,1,0,0,100000,0,31.7962,-83.4726,31.7967,-83.4684,0.2500,75,1,1,1,287,0,0,0,0
621309,2022,04,11,2022-04-11,16:12:00,3,AR,05,0,1,0,0,0,0,35.2760,-94.1340,35.2700,-94.1160,1.0000,140,1,1,1,131,0,0,0,0
621310,2022,04,11,2022-04-11,16:23:00,3,AR,05,0,1,0,0,25000,0,35.2800,-94.0380,35.2960,-94.0010,2.4000,200,1,1,1,47,0,0,0,0
621311,2022,04,11,2022-04-11,17:33:00,3,AR,05,0,1,0,0,85000,0,35.3600,-93.5100,35.3950,-93.4680,3.3800,100,1,1,1,83,0,0,0,0
621312,2022,04,11,2022-04-11,18:11:00,3,OK,40,0,-9,0,0,0,0,34.8160,-95.0110,34.8170,-94.9980,0.7500,100,1,1,1,79,0,0,0,0
621313,2022,04,11,2022-04-11,19:07:00,3,AR,05,0,1,0,0,0,7000,34.9551,-92.3488,34.9320,-92.2150,7.8500,100,1,1,1,45,119,0,0,0
621314,2022,04,12,2022-04-12,16:06:00,3,TX,48,0,-9,0,0,0,0,31.3405,-97.7778,31.2874,-97.7997,3.8900,50,1,1,1,99,0,0,0,0
621315,2022,04,12,2022-04-12,16:29:00,3,TX,48,0,3,23,0,100000,0,30.8846,-97.7880,31.0167,-97.6239,16.5500,770,1,1,1,491,27,0,0,0
621316,2022,04,12,2022-04-12,17:15:00,3,IA,19,0,2,1,0,150000,0,42.6492,-94.5437,42.7479,-94.5000,7.1700,450,1,1,1,151,0,0,0,0
621317,2022,04,12,2022-04-12,17:28:00,3,IA,19,0,1,0,0,100000,0,42.7158,-94.3539,42.7463,-94.3028,3.3400,300,1,1,1,91,0,0,0,0
621318,2022,04,12,2022-04-12,17:34:00,3,LA,22,0,1,1,0,50000,0,32.5619,-91.9872,32.5985,-91.9812,2.5500,300,1,1,1,73,0,0,0,0
621319,2022,04,12,2022-04-12,17:39:00,3,IA,19,0,2,0,0,75000,0,42.7912,-94.3335,42.8480,-94.2774,4.8500,250,1,1,1,91,0,0,0,0
621320,2022,04,12,2022-04-12,17:43:00,3,NE,31,0,-9,0,0,0,0,40.8000,-97.2400,40.8000,-97.2400,0.5000,10,1,1,1,159,0,0,0,0
621321,2022,04,12,2022-04-12,18:25:00,3,TX,48,0,0,0,0,0,0,31.0408,-97.2170,31.0296,-97.1574,3.7300,120,1,1,1,27,0,0,0,0
621322,2022,04,12,2022-04-12,18:33:00,3,IA,19,0,0,0,0,20000,0,42.9334,-93.8167,42.9445,-93.7879,1.6500,100,1,1,1,81,0,0,0,0
621323,2022,04,12,2022-04-12,19:08:00,3,IA,19,0,1,0,0,0,0,41.5351,-95.8569,41.6343,-95.7299,9.5500,140,1,1,1,85,0,0,0,0
621324,2022,04,12,2022-04-12,19:24:00,3,NE,31,0,1,0,0,0,0,40.6818,-96.2706,40.6825,-96.2692,0.0900,40,1,1,1,131,0,0,0,0
621325,2022,04,12,2022-04-12,19:25:00,3,IA,19,0,0,0,0,0,0,41.7100,-95.6900,41.7300,-95.6500,2.3000,200,1,1,1,85,0,0,0,0
621326,2022,04,12,2022-04-12,20:54:00,3,LA,22,0,1,0,0,190000,0,32.6792,-93.8091,32.7183,-93.7515,4.3100,200,1,1,1,17,15,0,0,0
621327,2022,04,12,2022-04-12,20:55:00,3,LA,22,0,1,0,0,345000,0,32.4197,-93.7138,32.5150,-93.5419,12.0000,400,1,1,1,17,15,0,0,0
621328,2022,04,12,2022-04-12,20:57:00,3,LA,22,0,0,0,0,0,0,32.8992,-93.8991,32.9131,-93.8858,1.2300,50,1,1,1,17,0,0,0,0
621329,2022,04,12,2022-04-12,21:23:00,3,LA,22,0,1,0,0,50000,0,32.2493,-93.2595,32.3229,-93.0837,11.4600,525,1,1,1,13,0,0,0,0
621330,2022,04,12,2022-04-12,21:26:00,3,IA,19,0,1,0,0,125000,0,43.1113,-93.2045,43.1560,-93.1399,4.4900,100,1,1,1,33,0,0,0,0
621331,2022,04,12,2022-04-12,21:34:00,3,IA,19,0,1,0,0,50000,0,43.2796,-93.0667,43.2891,-93.0469,1.1900,70,1,1,1,195,0,0,0,0
621332,2022,04,12,2022-04-12,21:41:00,3,AR,05,0,0,0,0,0,0,33.7813,-93.3883,33.7827,-93.3849,0.2200,50,1,1,1,99,0,0,0,0
621333,2022,04,12,2022-04-12,21:41:00,3,IA,19,0,0,0,0,75000,0,43.1572,-92.9427,43.2412,-92.8300,8.1400,50,1,1,1,67,131,0,0,0
621334,2022,04,12,2022-04-12,21:46:00,3,MN,27,0,2,2,0,1600000,0,43.5406,-92.6601,43.5933,-92.6305,3.9300,475,1,1,1,99,0,0,0,0
621335,2022,04,12,2022-04-12,21:57:00,3,IA,19,0,1,0,0,110000,0,43.3244,-92.7049,43.3421,-92.6547,2.8000,250,1,1,1,131,0,0,0,0
621336,2022,04,12,2022-04-12,21:57:00,3,IA,19,0,1,0,0,550000,0,43.2574,-92.6427,43.3477,-92.5128,9.0900,325,1,1,1,131,89,0,0,0
621337,2022,04,12,2022-04-12,22:08:00,3,MN,27,0,1,0,0,650000,0,43.6510,-92.4214,43.6835,-92.4117,2.3000,180,1,1,1,45,0,0,0,0
621338,2022,04,12,2022-04-12,22:10:00,3,IA,19,0,0,0,0,340000,0,43.3276,-92.4483,43.3559,-92.3677,4.5000,125,1,1,1,89,0,0,0,0
621339,2022,04,12,2022-04-12,22:36:00,3,IA,19,0,0,0,0,125000,0,43.2965,-92.0033,43.2982,-91.9915,0.6000,125,1,1,1,191,0,0,0,0
621340,2022,04,12,2022-04-12,22:40:00,3,MN,27,0,0,0,0,10000,0,43.8998,-91.9822,43.9286,-91.9335,3.1400,70,1,1,1,169,0,0,0,0
621341,2022,04,12,2022-04-12,22:41:00,3,MN,27,0,0,0,0,10000,0,43.9088,-91.8970,43.9348,-91.8976,1.8000,20,1,1,1,169,0,0,0,0
621342,2022,04,13,2022-04-13,07:50:00,3,OK,40,0,1,1,0,300000,0,35.8200,-94.6590,35.8410,-94.5450,6.5000,700,1,1,1,1,0,0,0,0
621343,2022,04,13,2022-04-13,13:36:00,3,AR,05,0,1,0,0,75000,0,35.8938,-90.5171,35.9293,-90.4320,5.3600,200,1,1,1,31,0,0,0,0
621344,2022,04,13,2022-04-13,13:50:00,3,AR,05,0,0,0,0,370000,0,35.9719,-90.2253,36.0382,-90.1139,7.8000,100,2,0,1,0,0,0,0,0
621344,2022,04,13,2022-04-13,13:50:00,3,AR,05,0,0,0,0,110000,0,35.9719,-90.2253,35.9973,-90.1807,3.0500,100,2,1,2,93,0,0,0,0
621344,2022,04,13,2022-04-13,13:53:00,3,MO,29,0,0,0,0,260000,0,35.9973,-90.1807,36.0382,-90.1139,4.7500,100,2,1,2,69,0,0,0,0
621345,2022,04,13,2022-04-13,14:00:00,3,AR,05,0,0,0,0,50000,0,35.6823,-90.2637,35.7007,-90.2391,1.8800,75,1,1,1,93,0,0,0,0
621346,2022,04,13,2022-04-13,15:06:00,3,KY,21,0,0,0,0,45000,0,36.6000,-88.8700,36.5990,-88.8220,2.6600,50,1,1,1,105,0,0,0,0
621347,2022,04,13,2022-04-13,15:17:00,3,MS,28,0,1,0,0,55000,0,32.4644,-90.9808,32.4626,-90.8085,9.8100,1320,1,1,1,149,55,149,0,0
621348,2022,04,13,2022-04-13,15:23:00,3,KY,21,0,1,0,0,60000,0,36.7700,-88.6400,36.7920,-88.5920,3.0600,100,1,1,1,83,0,0,0,0
621349,2022,04,13,2022-04-13,15:37:00,3,MS,28,0,1,0,0,10000,0,32.5159,-90.7829,32.5286,-90.7676,1.2500,200,1,1,1,149,0,0,0,0
621350,2022,04,13,2022-04-13,15:50:00,3,KY,21,0,0,0,0,10000,0,36.9100,-88.3100,36.9200,-88.3000,0.8800,25,1,1,1,157,0,0,0,0
621351,2022,04,13,2022-04-13,15:51:00,3,KY,21,0,1,0,0,12000,0,36.8800,-88.0600,36.9300,-88.0000,4.7800,150,1,1,1,221,143,0,0,0
621352,2022,04,13,2022-04-13,15:53:00,3,KY,21,0,0,0,0,8000,0,36.9100,-88.2900,36.9200,-88.2900,0.6900,25,1,1,1,157,0,0,0,0
621353,2022,04,13,2022-04-13,16:11:00,3,LA,22,0,2,0,0,250000,0,32.0117,-92.4006,32.1195,-92.1070,18.7400,625,1,1,1,127,21,0,0,0
621354,2022,04,13,2022-04-13,16:22:00,3,KY,21,0,0,0,0,0,0,37.0107,-87.5425,37.0115,-87.5401,0.1400,30,1,1,1,47,0,0,0,0
621355,2022,04,13,2022-04-13,16:34:00,3,KY,21,0,0,0,0,2000,0,37.1300,-87.5700,37.1400,-87.5600,0.8800,25,1,1,1,107,0,0,0,0
621356,2022,04,13,2022-04-13,17:19:00,3,MS,28,0,0,0,0,1000,0,32.3152,-90.0910,32.3324,-90.0481,2.8200,25,1,1,1,121,0,0,0,0
621357,2022,04,13,2022-04-13,17:45:00,3,MS,28,0,0,0,0,30000,0,34.9251,-88.5227,34.9241,-88.5197,0.1800,25,1,1,1,3,0,0,0,0
621358,2022,04,13,2022-04-13,18:13:00,3,KY,21,0,1,0,0,0,0,37.4500,-85.8740,37.4520,-85.8320,2.6000,200,1,1,1,123,0,0,0,0
621359,2022,04,13,2022-04-13,18:23:00,3,KY,21,0,0,0,0,0,0,37.4860,-85.6800,37.4970,-85.6210,3.8000,200,1,1,1,123,0,0,0,0
621360,2022,04,13,2022-04-13,18:23:00,3,KY,21,0,1,0,0,0,0,38.1140,-85.6130,38.1390,-85.4970,7.2000,175,1,1,1,111,0,0,0,0
621361,2022,04,13,2022-04-13,18:27:00,3,IN,18,0,0,0,0,15000,0,39.2185,-85.4947,39.2199,-85.4939,0.1100,25,1,1,1,31,0,0,0,0
621362,2022,04,13,2022-04-13,18:30:00,3,KY,21,0,0,0,0,0,0,38.0477,-85.4331,38.0477,-85.4331,0.0700,30,1,1,1,215,0,0,0,0
621363,2022,04,13,2022-04-13,18:35:00,3,KY,21,0,0,0,0,0,0,38.0870,-85.3330,38.0870,-85.3330,0.1200,60,1,1,1,215,0,0,0,0
621364,2022,04,13,2022-04-13,18:35:00,3,MS,28,0,1,0,0,25000,0,32.2239,-90.1810,32.2419,-90.1010,4.8600,250,1,1,1,121,0,0,0,0
621365,2022,04,13,2022-04-13,18:44:00,3,KY,21,0,0,0,0,0,0,38.1280,-85.2080,38.1280,-85.2080,0.1000,50,1,1,1,211,0,0,0,0
621366,2022,04,13,2022-04-13,18:45:00,3,KY,21,0,1,0,0,0,0,38.1470,-85.1710,38.1490,-85.1680,0.2100,100,1,1,1,211,0,0,0,0
621367,2022,04,13,2022-04-13,18:48:00,3,KY,21,0,1,0,0,0,0,38.1650,-85.1260,38.1820,-85.0650,3.5200,125,1,1,1,211,0,0,0,0
621368,2022,04,13,2022-04-13,18:57:00,3,MS,28,0,1,0,0,35000,0,32.2878,-89.7920,32.2931,-89.6241,9.7000,670,1,1,1,121,123,0,0,0
621369,2022,04,13,2022-04-13,19:05:00,3,MS,28,0,1,0,0,27000,0,32.7922,-89.3297,32.8715,-89.1729,10.5300,400,1,1,1,79,99,0,0,0
621370,2022,04,13,2022-04-13,19:17:00,3,MS,28,0,1,0,0,2000,0,32.3226,-89.4313,32.3293,-89.3924,2.3200,200,1,1,1,123,0,0,0,0
621371,2022,04,13,2022-04-13,19:21:00,3,MS,28,0,1,0,0,170000,0,32.8454,-89.1077,33.0706,-88.7956,24.6700,1500,1,1,1,99,159,103,0,0
621372,2022,04,13,2022-04-13,19:29:00,3,MS,28,0,1,0,0,5000,0,32.3287,-89.2543,32.3274,-89.2102,2.5900,250,1,1,1,101,0,0,0,0
621373,2022,04,13,2022-04-13,19:36:00,3,MS,28,0,2,0,0,740000,0,32.1753,-89.1721,32.2976,-88.4532,43.0800,1800,1,1,1,61,23,75,0,0
621374,2022,04,13,2022-04-13,19:44:00,3,MS,28,0,1,0,0,75000,0,31.6392,-89.3953,31.6623,-89.1556,14.5800,500,1,1,1,67,0,0,0,0
621375,2022,04,13,2022-04-13,19:51:00,3,MS,28,0,1,0,0,6000,0,33.2636,-88.8424,33.3033,-88.7509,5.8300,700,1,1,1,159,103,105,0,0
621376,2022,04,13,2022-04-13,19:51:00,3,MS,28,0,1,0,0,8000,0,33.2324,-88.8657,33.2954,-88.6973,10.6700,150,1,1,1,159,103,105,0,0
621377,2022,04,13,2022-04-13,20:03:00,3,MS,28,0,1,0,0,40000,0,33.3793,-88.7226,33.4125,-88.5668,9.2700,450,1,1,1,105,87,0,0,0
621378,2022,04,13,2022-04-13,20:11:00,3,MS,28,0,1,0,0,320000,0,33.2246,-88.4875,33.3141,-88.4191,7.4900,1000,1,1,1,103,87,0,0,0
621379,2022,04,13,2022-04-13,20:35:00,3,AL,01,0,1,0,0,0,0,32.8184,-87.9020,32.9356,-87.6329,17.6100,400,1,1,1,63,65,0,0,0
621380,2022,04,13,2022-04-13,21:11:00,3,AL,01,0,0,0,0,0,0,32.9510,-87.4440,32.9597,-87.4398,0.6500,50,1,1,1,65,0,0,0,0
621381,2022,04,13,2022-04-13,21:30:00,3,AL,01,0,0,0,0,0,0,33.5018,-87.5660,33.5230,-87.4790,5.2300,300,1,1,1,125,0,0,0,0
621382,2022,04,17,2022-04-17,18:00:00,3,MS,28,0,1,0,0,5000,0,31.9613,-89.8453,31.9544,-89.8341,0.8100,75,1,1,1,127,0,0,0,0
621383,2022,04,17,2022-04-17,18:00:00,3,MS,28,0,1,0,0,50000,0,31.9613,-89.8453,31.9544,-89.8341,0.8100,75,1,1,1,127,0,0,0,0
621384,2022,04,17,2022-04-17,19:01:00,3,MS,28,0,1,0,0,3000,0,31.7763,-89.1332,31.7767,-89.0845,2.9000,150,1,1,1,67,0,0,0,0
621385,2022,04,17,2022-04-17,19:19:00,3,MS,28,0,1,0,0,0,0,31.3579,-88.9778,31.3584,-88.9734,0.2600,50,1,1,1,111,0,0,0,0
621386,2022,04,17,2022-04-17,19:52:00,3,MS,28,0,2,0,0,0,0,31.1805,-88.9366,31.1716,-88.9112,1.6600,275,1,1,1,111,0,0,0,0
621387,2022,04,17,2022-04-17,20:02:00,3,MS,28,0,2,1,0,0,0,31.2869,-88.7427,31.2730,-88.7176,1.7700,400,1,1,1,41,0,0,0,0
621388,2022,04,21,2022-04-21,14:20:00,3,CA,06,0,-9,0,0,0,0,38.1100,-121.4800,38.1100,-121.4800,0.0200,16,1,1,1,77,0,0,0,0
621389,2022,04,22,2022-04-22,19:39:00,3,SD,46,0,-9,0,0,0,0,44.4440,-98.5351,44.4453,-98.5347,0.0900,25,1,1,1,5,0,0,0,0
621390,2022,04,22,2022-04-22,22:42:00,3,KS,20,0,1,0,0,0,0,38.8851,-101.7555,38.9242,-101.7330,3.0200,350,1,1,1,199,0,0,0,0
621391,2022,04,22,2022-04-22,23:28:00,3,KS,20,0,0,0,0,0,0,39.1053,-101.1829,39.1849,-101.1503,5.7700,100,1,1,1,109,193,0,0,0
621392,2022,04,22,2022-04-22,23:32:00,3,KS,20,0,-9,0,0,0,0,39.0736,-101.1165,39.2043,-101.0286,10.2100,100,1,1,1,109,193,0,0,0
621393,2022,04,23,2022-04-23,00:20:00,3,KS,20,0,1,0,0,0,0,39.5062,-100.5580,39.5805,-100.5202,5.6200,125,1,1,1,179,39,0,0,0
621394,2022,04,23,2022-04-23,00:28:00,3,KS,20,0,1,0,0,0,0,39.1473,-100.5375,39.2170,-100.4238,7.7600,125,1,1,1,179,0,0,0,0
621395,2022,04,23,2022-04-23,13:35:00,3,SD,46,0,0,0,0,0,0,45.5800,-99.3300,45.5801,-99.3295,0.0300,10,1,1,1,45,0,0,0,0
621396,2022,04,23,2022-04-23,14:24:00,3,ND,38,0,-9,0,0,0,0,46.6100,-98.4700,46.6148,-98.4723,0.3500,25,1,1,1,45,0,0,0,0
621397,2022,04,23,2022-04-23,17:21:00,3,IA,19,0,1,0,0,27500,0,41.8472,-93.8058,41.9465,-93.6897,9.0900,80,1,1,1,153,15,169,0,0
621398,2022,04,23,2022-04-23,17:23:00,3,IA,19,0,-9,0,0,0,0,41.8534,-93.7580,41.9043,-93.7236,3.9300,60,1,1,1,153,15,0,0,0
621399,2022,04,23,2022-04-23,17:24:00,3,IA,19,0,0,0,0,1000,0,41.8077,-93.7029,41.8392,-93.6820,2.4300,75,1,1,1,153,0,0,0,0
621400,2022,04,23,2022-04-23,17:55:00,3,MN,27,0,0,0,0,0,0,47.6800,-96.4700,47.6839,-96.4685,0.2800,50,1,1,1,119,0,0,0,0
621401,2022,04,23,2022-04-23,18:01:00,3,OK,40,0,0,0,0,10000,0,35.3110,-97.8550,35.3200,-97.7900,3.7500,30,1,1,1,51,0,0,0,0
621402,2022,04,23,2022-04-23,18:15:00,3,OK,40,0,-9,0,0,0,0,35.3320,-97.7480,35.3320,-97.7480,0.3000,50,1,1,1,17,0,0,0,0
621403,2022,04,23,2022-04-23,19:20:00,3,OK,40,0,0,0,0,2000,0,35.4690,-97.2140,35.4760,-97.2030,0.8000,30,1,1,1,109,0,0,0,0
621404,2022,04,23,2022-04-23,19:25:00,3,OK,40,0,0,0,0,1000,0,35.5340,-97.2140,35.5250,-97.2130,0.6000,20,1,1,1,109,0,0,0,0
621405,2022,04,24,2022-04-24,00:57:00,3,OK,40,0,0,0,0,30000,0,34.7230,-97.2650,34.7240,-97.2610,0.3000,50,1,1,1,49,0,0,0,0
621406,2022,04,24,2022-04-24,16:49:00,3,IL,17,0,1,0,0,0,0,39.6236,-89.2993,39.6283,-89.2837,0.8900,50,1,1,1,21,0,0,0,0
621407,2022,04,25,2022-04-25,12:22:00,3,OH,39,0,0,0,0,20000,0,41.3081,-81.9736,41.3089,-81.9725,0.0800,75,1,1,1,93,0,0,0,0
621408,2022,04,25,2022-04-25,16:42:00,3,NY,36,0,0,0,0,25000,0,42.8975,-78.2628,42.8991,-78.2485,0.7500,75,1,1,1,37,0,0,0,0
621409,2022,04,26,2022-04-26,11:04:00,3,VA,51,0,1,0,0,400000,0,38.0796,-79.0172,38.0735,-78.9076,5.9800,75,1,1,1,15,820,0,0,0
621410,2022,04,28,2022-04-28,17:30:00,3,NE,31,0,-9,0,0,0,0,40.0300,-99.4300,40.0300,-99.4300,0.0100,20,1,1,1,83,0,0,0,0
621411,2022,04,29,2022-04-29,15:00:00,3,FL,12,0,0,0,0,25000,0,26.5285,-81.8940,26.5295,-81.8929,0.1000,25,1,1,1,71,0,0,0,0
621412,2022,04,29,2022-04-29,15:52:00,3,NE,31,0,-9,0,0,0,0,40.0400,-99.6100,40.0300,-99.5900,1.2600,20,1,1,1,83,0,0,0,0
621413,2022,04,29,2022-04-29,16:12:00,3,NE,31,0,-9,0,0,0,0,40.1000,-99.5100,40.1000,-99.5100,0.0100,20,1,1,1,83,0,0,0,0
621414,2022,04,29,2022-04-29,16:39:00,3,NE,31,0,-9,0,0,0,0,40.4200,-99.0300,40.4100,-99.0100,1.2600,20,1,1,1,99,0,0,0,0
621415,2022,04,29,2022-04-29,17:31:00,3,KS,20,0,0,0,0,0,0,38.7500,-97.1900,38.7600,-97.1700,1.2800,50,1,1,1,41,0,0,0,0
621416,2022,04,29,2022-04-29,18:05:00,3,NE,31,0,0,0,0,0,0,40.1200,-97.8400,40.1500,-97.7600,4.7700,35,1,1,1,129,169,0,0,0
621417,2022,04,29,2022-04-29,18:52:00,3,KS,20,0,1,0,0,0,0,38.6200,-97.2300,38.6087,-97.1380,4.1700,50,1,1,1,41,115,0,0,0
