om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
663941,2022,03,14,2022-03-14,17:29:00,3,TX,48,0,1.50,0,0,0,0,32.5900,-96.3100,32.5900,-96.3100,0,0,0,0,0,257,0,0,0
663942,2022,03,14,2022-03-14,17:33:00,3,TX,48,0,1.00,0,0,0,0,33.5200,-96.4800,33.5200,-96.4800,0,0,0,0,0,181,0,0,0
663943,2022,03,14,2022-03-14,17:50:00,3,TX,48,0,1.00,0,0,0,0,30.7500,-96.4500,30.7500,-96.4500,0,0,0,0,0,41,0,0,0
663944,2022,03,14,2022-03-14,18:00:00,3,TX,48,0,0.88,0,0,0,0,31.0200,-97.1200,31.0200,-97.1200,0,0,0,0,0,27,0,0,0
663945,2022,03,14,2022-03-14,18:02:00,3,TX,48,0,0.88,0,0,0,0,30.1000,-97.2800,30.1000,-97.2800,0,0,0,0,0,21,0,0,0
663946,2022,03,14,2022-03-14,18:02:00,3,TX,48,0,1.00,0,0,0,0,30.8200,-96.4100,30.8200,-96.4100,0,0,0,0,0,41,0,0,0
663947,2022,03,14,2022-03-14,18:09:00,3,TX,48,0,0.88,0,0,0,0,32.9200,-96.6000,32.9200,-96.6000,0,0,0,0,0,113,0,0,0
663948,2022,03,14,2022-03-14,18:23:00,3,TX,48,0,0.88,0,0,0,0,33.6800,-96.8700,33.6800,-96.8700,0,0,0,0,0,181,0,0,0
663949,2022,03,14,2022-03-14,18:42:00,3,TX,48,0,1.00,0,0,0,0,33.6300,-96.7500,33.6300,-96.7500,0,0,0,0,0,181,0,0,0
663950,2022,03,14,2022-03-14,19:04:00,3,TX,48,0,1.00,0,0,0,0,32.2300,-95.6300,32.2300,-95.6300,0,0,0,0,0,213,0,0,0
663951,2022,03,14,2022-03-14,19:15:00,3,TX,48,0,1.25,0,0,0,0,31.2200,-94.9700,31.2200,-94.9700,0,0,0,0,0,455,0,0,0
663952,2022,03,14,2022-03-14,19:19:00,3,TX,48,0,1.75,0,0,15000,0,31.2227,-94.9687,31.2227,-94.9687,0,0,0,0,0,455,0,0,0
663953,2022,03,14,2022-03-14,19:19:00,3,TX,48,0,1.75,0,0,0,0,31.2400,-94.9700,31.2400,-94.9700,0,0,0,0,0,455,0,0,0
663954,2022,03,14,2022-03-14,19:21:00,3,TX,48,0,0.88,0,0,0,0,32.3008,-95.2898,32.3008,-95.2898,0,0,0,0,0,423,0,0,0
663955,2022,03,14,2022-03-14,19:22:00,3,TX,48,0,1.75,0,0,25000,0,31.0500,-96.4000,31.0500,-96.4000,0,0,0,0,0,395,0,0,0
663956,2022,03,14,2022-03-14,19:35:00,3,TX,48,0,1.75,0,0,0,0,31.1800,-94.8500,31.1800,-94.8500,0,0,0,0,0,5,0,0,0
663957,2022,03,14,2022-03-14,19:45:00,3,TX,48,0,1.00,0,0,0,0,31.7357,-95.5930,31.7357,-95.5930,0,0,0,0,0,1,0,0,0
663958,2022,03,14,2022-03-14,19:48:00,3,TX,48,0,1.00,0,0,0,0,31.3141,-94.7276,31.3141,-94.7276,0,0,0,0,0,5,0,0,0
663959,2022,03,14,2022-03-14,19:50:00,3,TX,48,0,1.75,0,0,0,0,31.3223,-94.7147,31.3223,-94.7147,0,0,0,0,0,5,0,0,0
663960,2022,03,14,2022-03-14,20:39:00,3,TX,48,0,1.25,0,0,0,0,32.1364,-94.6074,32.1364,-94.6074,0,0,0,0,0,401,0,0,0
663961,2022,03,14,2022-03-14,20:58:00,3,TX,48,0,1.75,0,0,0,0,31.5082,-94.1742,31.5082,-94.1742,0,0,0,0,0,405,0,0,0
663962,2022,03,16,2022-03-16,09:41:00,3,GA,13,0,1.00,0,0,0,0,31.8200,-81.2600,31.8200,-81.2600,0,0,0,0,0,29,0,0,0
663963,2022,03,16,2022-03-16,09:55:00,3,AL,01,0,1.00,0,0,0,0,31.5966,-86.2029,31.5966,-86.2029,0,0,0,0,0,41,0,0,0
663964,2022,03,16,2022-03-16,11:24:00,3,SC,45,0,0.88,0,0,0,0,33.0100,-81.3100,33.0100,-81.3100,0,0,0,0,0,5,0,0,0
663965,2022,03,16,2022-03-16,11:27:00,3,SC,45,0,0.75,0,0,0,0,33.0200,-81.3300,33.0200,-81.3300,0,0,0,0,0,5,0,0,0
663966,2022,03,16,2022-03-16,11:47:00,3,SC,45,0,0.70,0,0,10,10,33.1200,-81.1200,33.1200,-81.1200,0,0,0,0,0,9,0,0,0
663967,2022,03,16,2022-03-16,12:14:00,3,AL,01,0,0.75,0,0,0,0,32.6200,-85.4600,32.6200,-85.4600,0,0,0,0,0,81,0,0,0
663968,2022,03,16,2022-03-16,14:20:00,3,FL,12,0,1.00,0,0,0,0,28.2000,-80.6100,28.2000,-80.6100,0,0,0,0,0,9,0,0,0
663969,2022,03,16,2022-03-16,14:22:00,3,FL,12,0,1.00,0,0,0,0,28.2300,-80.6100,28.2300,-80.6100,0,0,0,0,0,9,0,0,0
663970,2022,03,16,2022-03-16,14:33:00,3,FL,12,0,1.25,0,0,0,0,29.0000,-80.9100,29.0000,-80.9100,0,0,0,0,0,127,0,0,0
663971,2022,03,16,2022-03-16,14:35:00,3,FL,12,0,1.75,0,0,0,0,29.0300,-80.9300,29.0300,-80.9300,0,0,0,0,0,127,0,0,0
663972,2022,03,16,2022-03-16,14:37:00,3,FL,12,0,1.75,0,0,0,0,29.0400,-80.9100,29.0400,-80.9100,0,0,0,0,0,127,0,0,0
663973,2022,03,16,2022-03-16,15:15:00,3,GA,13,0,0.88,0,0,0,0,33.0500,-81.9500,33.0500,-81.9500,0,0,0,0,0,33,0,0,0
663974,2022,03,16,2022-03-16,15:39:00,3,GA,13,0,0.75,0,0,0,0,33.0400,-81.9400,33.0400,-81.9400,0,0,0,0,0,33,0,0,0
663975,2022,03,16,2022-03-16,15:50:00,3,GA,13,0,1.00,0,0,0,0,33.1000,-82.0000,33.1000,-82.0000,0,0,0,0,0,33,0,0,0
663976,2022,03,16,2022-03-16,16:17:00,3,FL,12,0,1.00,0,0,0,0,28.7400,-81.3700,28.7400,-81.3700,0,0,0,0,0,117,0,0,0
663977,2022,03,16,2022-03-16,16:22:00,3,FL,12,0,1.00,0,0,0,0,28.7100,-81.3500,28.7100,-81.3500,0,0,0,0,0,117,0,0,0
663978,2022,03,16,2022-03-16,16:24:00,3,FL,12,0,2.00,0,0,0,0,28.7500,-81.3300,28.7500,-81.3300,0,0,0,0,0,117,0,0,0
663979,2022,03,16,2022-03-16,16:25:00,3,GA,13,0,1.00,0,0,0,0,33.2900,-81.9700,33.2900,-81.9700,0,0,0,0,0,245,0,0,0
663980,2022,03,16,2022-03-16,16:26:00,3,GA,13,0,1.00,0,0,0,0,32.8500,-81.9100,32.8500,-81.9100,0,0,0,0,0,165,0,0,0
663981,2022,03,16,2022-03-16,16:27:00,3,FL,12,0,1.50,0,0,0,0,28.7600,-81.3300,28.7600,-81.3300,0,0,0,0,0,117,0,0,0
663982,2022,03,16,2022-03-16,16:28:00,3,GA,13,0,1.00,0,0,0,0,33.4100,-83.8500,33.4100,-83.8500,0,0,0,0,0,217,0,0,0
663983,2022,03,16,2022-03-16,16:30:00,3,FL,12,0,2.00,0,0,0,0,28.7400,-81.3500,28.7400,-81.3500,0,0,0,0,0,117,0,0,0
663984,2022,03,16,2022-03-16,16:30:00,3,GA,13,0,1.00,0,0,0,0,33.3000,-82.0100,33.3000,-82.0100,0,0,0,0,0,245,0,0,0
663985,2022,03,16,2022-03-16,17:00:00,3,GA,13,0,1.00,0,0,0,0,32.9363,-82.8101,32.9363,-82.8101,0,0,0,0,0,303,0,0,0
663986,2022,03,16,2022-03-16,17:00:00,3,GA,13,0,1.75,0,0,0,0,33.1145,-83.6211,33.1145,-83.6211,0,0,0,0,0,169,0,0,0
663987,2022,03,16,2022-03-16,17:00:00,3,GA,13,0,0.75,0,0,0,0,33.4800,-82.0200,33.4800,-82.0200,0,0,0,0,0,245,0,0,0
663988,2022,03,16,2022-03-16,17:05:00,3,GA,13,0,1.25,0,0,0,0,33.1820,-84.0216,33.1820,-84.0216,0,0,0,0,0,207,0,0,0
663989,2022,03,16,2022-03-16,17:16:00,3,GA,13,0,1.25,0,0,0,0,33.5100,-82.0700,33.5100,-82.0700,0,0,0,0,0,245,0,0,0
663990,2022,03,16,2022-03-16,17:17:00,3,GA,13,0,0.75,0,0,0,0,33.5100,-82.0900,33.5100,-82.0900,0,0,0,0,0,73,0,0,0
663991,2022,03,16,2022-03-16,17:18:00,3,GA,13,0,1.25,0,0,0,0,33.5400,-82.0600,33.5400,-82.0600,0,0,0,0,0,73,0,0,0
663992,2022,03,16,2022-03-16,17:20:00,3,GA,13,0,1.75,0,0,0,0,33.5400,-82.0800,33.5400,-82.0800,0,0,0,0,0,73,0,0,0
663993,2022,03,16,2022-03-16,17:22:00,3,GA,13,0,0.50,0,0,10,10,33.5500,-82.0900,33.5500,-82.0900,0,0,0,0,0,73,0,0,0
663994,2022,03,16,2022-03-16,17:26:00,3,GA,13,0,1.00,0,0,0,0,33.0008,-83.5440,33.0008,-83.5440,0,0,0,0,0,169,0,0,0
663995,2022,03,16,2022-03-16,17:27:00,3,SC,45,0,1.00,0,0,0,0,33.6100,-82.0300,33.6100,-82.0300,0,0,0,0,0,37,0,0,0
663996,2022,03,16,2022-03-16,17:29:00,3,SC,45,0,0.75,0,0,0,0,33.6000,-82.0600,33.6000,-82.0600,0,0,0,0,0,37,0,0,0
663997,2022,03,16,2022-03-16,18:20:00,3,GA,13,0,0.70,0,0,10,10,33.4600,-82.1800,33.4600,-82.1800,0,0,0,0,0,73,0,0,0
663998,2022,03,16,2022-03-16,18:22:00,3,GA,13,0,1.00,0,0,0,0,33.4400,-82.2200,33.4400,-82.2200,0,0,0,0,0,73,0,0,0
663999,2022,03,16,2022-03-16,18:28:00,3,GA,13,0,0.25,0,0,10,10,33.4600,-82.2500,33.4600,-82.2500,0,0,0,0,0,73,0,0,0
664000,2022,03,16,2022-03-16,20:20:00,3,SC,45,0,1.00,0,0,0,0,33.5000,-80.7400,33.5000,-80.7400,0,0,0,0,0,75,0,0,0
664001,2022,03,16,2022-03-16,21:05:00,3,SC,45,0,0.75,0,0,0,0,32.9900,-80.1800,32.9900,-80.1800,0,0,0,0,0,35,0,0,0
664002,2022,03,16,2022-03-16,21:10:00,3,SC,45,0,1.00,0,0,0,0,33.0100,-80.0400,33.0100,-80.0400,0,0,0,0,0,15,0,0,0
664003,2022,03,16,2022-03-16,21:11:00,3,SC,45,0,0.75,0,0,0,0,32.9900,-80.1700,32.9900,-80.1700,0,0,0,0,0,35,0,0,0
664004,2022,03,16,2022-03-16,21:15:00,3,SC,45,0,0.88,0,0,0,0,33.0000,-80.0600,33.0000,-80.0600,0,0,0,0,0,15,0,0,0
664005,2022,03,16,2022-03-16,21:18:00,3,SC,45,0,0.75,0,0,0,0,33.7400,-80.3600,33.7400,-80.3600,0,0,0,0,0,27,0,0,0
664006,2022,03,16,2022-03-16,21:22:00,3,SC,45,0,1.00,0,0,0,0,33.7400,-80.3200,33.7400,-80.3200,0,0,0,0,0,27,0,0,0
664007,2022,03,17,2022-03-17,18:33:00,3,TX,48,0,0.75,0,0,0,0,32.9600,-96.7800,32.9600,-96.7800,0,0,0,0,0,113,0,0,0
664008,2022,03,17,2022-03-17,18:33:00,3,TX,48,0,0.75,0,0,0,0,32.9295,-96.7956,32.9295,-96.7956,0,0,0,0,0,113,0,0,0
664009,2022,03,17,2022-03-17,19:10:00,3,TX,48,0,0.88,0,0,0,0,32.9000,-97.5300,32.9000,-97.5300,0,0,0,0,0,439,0,0,0
664010,2022,03,18,2022-03-18,03:45:00,3,MS,28,0,1.00,0,0,0,0,31.3500,-89.2600,31.3500,-89.2600,0,0,0,0,0,35,0,0,0
664011,2022,03,18,2022-03-18,04:20:00,3,MO,29,0,0.75,0,0,0,0,37.0200,-93.2000,37.0200,-93.2000,0,0,0,0,0,43,0,0,0
664012,2022,03,18,2022-03-18,11:45:00,3,AL,01,0,1.00,0,0,0,0,31.2000,-85.3400,31.2000,-85.3400,0,0,0,0,0,69,0,0,0
664013,2022,03,18,2022-03-18,12:59:00,3,GA,13,0,0.75,0,0,0,0,31.6700,-84.0900,31.6700,-84.0900,0,0,0,0,0,177,0,0,0
664014,2022,03,18,2022-03-18,13:15:00,3,MO,29,0,0.88,0,0,0,0,36.5051,-91.0614,36.5051,-91.0614,0,0,0,0,0,181,0,0,0
664015,2022,03,18,2022-03-18,13:21:00,3,MO,29,0,1.00,0,0,0,0,36.5023,-90.9132,36.5023,-90.9132,0,0,0,0,0,181,0,0,0
664016,2022,03,18,2022-03-18,15:20:00,3,FL,12,0,0.88,0,0,0,0,30.7700,-85.8100,30.7700,-85.8100,0,0,0,0,0,133,0,0,0
664017,2022,03,18,2022-03-18,16:21:00,3,FL,12,0,1.00,0,0,0,0,30.4400,-85.8100,30.4400,-85.8100,0,0,0,0,0,133,0,0,0
664018,2022,03,18,2022-03-18,16:43:00,3,KY,21,0,0.75,0,0,0,0,37.0300,-88.3500,36.9631,-88.3847,0,0,0,0,0,157,0,0,0
664019,2022,03,18,2022-03-18,16:48:00,3,KY,21,0,1.25,0,0,0,0,37.0200,-88.2800,37.0200,-88.2800,0,0,0,0,0,157,0,0,0
664020,2022,03,18,2022-03-18,16:55:00,3,KY,21,0,1.00,0,0,0,0,37.0000,-88.2300,37.0000,-88.2300,0,0,0,0,0,139,0,0,0
664021,2022,03,19,2022-03-19,05:41:00,3,GA,13,0,0.75,0,0,0,0,30.9700,-84.0000,30.9700,-84.0000,0,0,0,0,0,275,0,0,0
664022,2022,03,20,2022-03-20,17:05:00,3,FL,12,0,1.00,0,0,0,0,25.8011,-80.8690,25.8011,-80.8690,0,0,0,0,0,86,0,0,0
664023,2022,03,21,2022-03-21,14:37:00,3,AR,05,0,0.88,0,0,0,0,34.1500,-93.6900,34.1500,-93.6900,0,0,0,0,0,109,0,0,0
664024,2022,03,21,2022-03-21,14:42:00,3,TX,48,0,1.00,0,0,0,0,33.0900,-98.3900,33.0900,-98.3900,0,0,0,0,0,237,0,0,0
664025,2022,03,21,2022-03-21,15:20:00,3,TX,48,0,1.00,0,0,0,0,30.1000,-98.4200,30.1000,-98.4200,0,0,0,0,0,31,0,0,0
664026,2022,03,21,2022-03-21,15:40:00,3,TX,48,0,1.00,0,0,0,0,32.2300,-98.2600,32.2300,-98.2600,0,0,0,0,0,143,0,0,0
664027,2022,03,21,2022-03-21,15:40:00,3,TX,48,0,0.75,0,0,0,0,30.5900,-98.3800,30.5900,-98.3800,0,0,0,0,0,53,0,0,0
664028,2022,03,21,2022-03-21,15:47:00,3,TX,48,0,2.00,0,0,0,0,29.7200,-98.1700,29.7200,-98.1700,0,0,0,0,0,91,0,0,0
664029,2022,03,21,2022-03-21,15:47:00,3,TX,48,0,1.50,0,0,0,0,29.5900,-98.2400,29.5900,-98.2400,0,0,0,0,0,187,0,0,0
664030,2022,03,21,2022-03-21,15:53:00,3,TX,48,0,1.00,0,0,0,0,29.6000,-98.2800,29.6000,-98.2800,0,0,0,0,0,187,0,0,0
664031,2022,03,21,2022-03-21,16:01:00,3,TX,48,0,1.75,0,0,0,0,29.7000,-98.1600,29.7000,-98.1600,0,0,0,0,0,91,0,0,0
664032,2022,03,21,2022-03-21,16:02:00,3,TX,48,0,1.00,0,0,0,0,29.6400,-98.2000,29.6400,-98.2000,0,0,0,0,0,91,0,0,0
664033,2022,03,21,2022-03-21,16:04:00,3,TX,48,0,1.25,0,0,0,0,29.7200,-98.1700,29.7200,-98.1700,0,0,0,0,0,91,0,0,0
664034,2022,03,21,2022-03-21,16:06:00,3,TX,48,0,1.25,0,0,0,0,29.6900,-98.1500,29.6900,-98.1500,0,0,0,0,0,91,0,0,0
664035,2022,03,21,2022-03-21,16:18:00,3,TX,48,0,0.75,0,0,0,0,32.6500,-97.7700,32.6500,-97.7700,0,0,0,0,0,367,0,0,0
664036,2022,03,21,2022-03-21,16:25:00,3,TX,48,0,1.25,0,0,0,0,29.6200,-97.9700,29.6200,-97.9700,0,0,0,0,0,187,0,0,0
664037,2022,03,21,2022-03-21,16:37:00,3,TX,48,0,1.00,0,0,0,0,32.7600,-97.4600,32.7600,-97.4600,0,0,0,0,0,439,0,0,0
664038,2022,03,21,2022-03-21,17:02:00,3,TX,48,0,1.00,0,0,0,0,32.9700,-97.2300,32.9700,-97.2300,0,0,0,0,0,439,0,0,0
664039,2022,03,21,2022-03-21,17:04:00,3,TX,48,0,0.75,0,0,0,0,32.9600,-97.2700,32.9600,-97.2700,0,0,0,0,0,439,0,0,0
664040,2022,03,21,2022-03-21,17:07:00,3,TX,48,0,0.75,0,0,0,0,33.0100,-97.2100,33.0100,-97.2100,0,0,0,0,0,121,0,0,0
664041,2022,03,21,2022-03-21,17:09:00,3,TX,48,0,1.00,0,0,0,0,33.0000,-97.2000,33.0000,-97.2000,0,0,0,0,0,121,0,0,0
664042,2022,03,21,2022-03-21,17:11:00,3,TX,48,0,0.75,0,0,0,0,32.9000,-97.2800,32.9000,-97.2800,0,0,0,0,0,439,0,0,0
664043,2022,03,21,2022-03-21,17:20:00,3,TX,48,0,0.75,0,0,0,0,33.0900,-97.1600,33.0900,-97.1600,0,0,0,0,0,121,0,0,0
664044,2022,03,21,2022-03-21,17:31:00,3,TX,48,0,1.00,0,0,0,0,33.1400,-97.0800,33.1400,-97.0800,0,0,0,0,0,121,0,0,0
664045,2022,03,21,2022-03-21,17:38:00,3,TX,48,0,1.25,0,0,0,0,33.1430,-96.9097,33.1430,-96.9097,0,0,0,0,0,121,0,0,0
664046,2022,03,21,2022-03-21,17:39:00,3,TX,48,0,1.00,0,0,0,0,33.1141,-96.9169,33.1141,-96.9169,0,0,0,0,0,121,0,0,0
664047,2022,03,21,2022-03-21,17:39:00,3,TX,48,0,1.00,0,0,0,0,33.1300,-96.9200,33.1300,-96.9200,0,0,0,0,0,121,0,0,0
664048,2022,03,21,2022-03-21,17:41:00,3,TX,48,0,1.25,0,0,0,0,29.0700,-98.0800,29.0700,-98.0800,0,0,0,0,0,493,0,0,0
664049,2022,03,21,2022-03-21,17:45:00,3,TX,48,0,1.00,0,0,0,0,33.1800,-96.8900,33.1800,-96.8900,0,0,0,0,0,121,0,0,0
664050,2022,03,21,2022-03-21,17:45:00,3,TX,48,0,1.00,0,0,0,0,33.2300,-96.9000,33.2300,-96.9000,0,0,0,0,0,121,0,0,0
664051,2022,03,21,2022-03-21,17:48:00,3,TX,48,0,0.75,0,0,0,0,33.2300,-96.9000,33.2300,-96.9000,0,0,0,0,0,121,0,0,0
664052,2022,03,21,2022-03-21,17:53:00,3,TX,48,0,0.75,0,0,0,0,33.2100,-96.7700,33.2100,-96.7700,0,0,0,0,0,85,0,0,0
664053,2022,03,21,2022-03-21,17:59:00,3,TX,48,0,0.88,0,0,0,0,30.6400,-97.6800,30.6400,-97.6800,0,0,0,0,0,491,0,0,0
664054,2022,03,21,2022-03-21,18:26:00,3,TX,48,0,0.75,0,0,0,0,32.5200,-96.8500,32.5200,-96.8500,0,0,0,0,0,139,0,0,0
664055,2022,03,21,2022-03-21,18:30:00,3,OK,40,0,1.00,0,0,0,0,34.2200,-96.0800,34.2200,-96.0800,0,0,0,0,0,5,0,0,0
664056,2022,03,21,2022-03-21,18:31:00,3,TX,48,0,0.88,0,0,0,0,29.7200,-97.7300,29.7200,-97.7300,0,0,0,0,0,55,0,0,0
664057,2022,03,21,2022-03-21,18:43:00,3,TX,48,0,0.75,0,0,0,0,33.0100,-96.4400,33.0100,-96.4400,0,0,0,0,0,85,0,0,0
664058,2022,03,21,2022-03-21,19:01:00,3,TX,48,0,0.75,0,0,0,0,31.0900,-97.6000,31.0900,-97.6000,0,0,0,0,0,27,0,0,0
664059,2022,03,21,2022-03-21,19:02:00,3,TX,48,0,0.88,0,0,0,0,30.5500,-97.8500,30.5500,-97.8500,0,0,0,0,0,491,0,0,0
664060,2022,03,21,2022-03-21,19:29:00,3,TX,48,0,1.50,0,0,0,0,31.5200,-96.5300,31.5200,-96.5300,0,0,0,0,0,293,0,0,0
664061,2022,03,21,2022-03-21,19:44:00,3,TX,48,0,1.75,0,0,25000,0,31.6300,-96.2800,31.6300,-96.2800,0,0,0,0,0,161,0,0,0
664062,2022,03,21,2022-03-21,19:58:00,3,TX,48,0,1.00,0,0,0,0,30.3100,-97.9600,30.3100,-97.9600,0,0,0,0,0,453,0,0,0
664063,2022,03,21,2022-03-21,20:10:00,3,TX,48,0,0.75,0,0,0,0,30.6300,-97.6400,30.6300,-97.6400,0,0,0,0,0,491,0,0,0
664064,2022,03,21,2022-03-21,20:45:00,3,TX,48,0,1.00,0,0,0,0,27.4900,-99.3600,27.4900,-99.3600,0,0,0,0,0,479,0,0,0
664065,2022,03,21,2022-03-21,21:30:00,3,TX,48,0,1.00,0,0,0,0,27.5000,-99.4400,27.5000,-99.4400,0,0,0,0,0,479,0,0,0
664066,2022,03,21,2022-03-21,21:49:00,3,TX,48,0,1.75,0,0,0,0,32.6105,-94.9159,32.6105,-94.9159,0,0,0,0,0,459,0,0,0
664067,2022,03,21,2022-03-21,21:51:00,3,TX,48,0,1.00,0,0,0,0,32.5426,-94.9423,32.5426,-94.9423,0,0,0,0,0,183,0,0,0
664068,2022,03,21,2022-03-21,22:02:00,3,TX,48,0,1.25,0,0,0,0,27.8900,-98.6300,27.8900,-98.6300,0,0,0,0,0,131,0,0,0
664069,2022,03,21,2022-03-21,22:45:00,3,TX,48,0,0.75,0,0,0,0,29.3800,-98.4400,29.3800,-98.4400,0,0,0,0,0,29,0,0,0
664070,2022,03,21,2022-03-21,22:48:00,3,TX,48,0,0.75,0,0,0,0,29.1900,-98.5100,29.1900,-98.5100,0,0,0,0,0,29,0,0,0
664071,2022,03,21,2022-03-21,22:48:00,3,TX,48,0,1.00,0,0,0,0,29.3800,-98.4400,29.3800,-98.4400,0,0,0,0,0,29,0,0,0
664072,2022,03,21,2022-03-21,22:57:00,3,TX,48,0,1.00,0,0,0,0,29.5100,-98.3500,29.5100,-98.3500,0,0,0,0,0,29,0,0,0
664073,2022,03,21,2022-03-21,22:59:00,3,TX,48,0,0.75,0,0,0,0,29.5300,-98.3500,29.5300,-98.3500,0,0,0,0,0,29,0,0,0
664074,2022,03,21,2022-03-21,23:01:00,3,TX,48,0,1.00,0,0,0,0,29.4800,-98.3600,29.4800,-98.3600,0,0,0,0,0,29,0,0,0
664075,2022,03,21,2022-03-21,23:13:00,3,TX,48,0,1.25,0,0,0,0,29.9000,-97.6800,29.9000,-97.6800,0,0,0,0,0,55,0,0,0
664076,2022,03,22,2022-03-22,06:20:00,3,LA,22,0,1.00,0,0,0,0,32.0835,-92.5813,32.0835,-92.5813,0,0,0,0,0,127,0,0,0
664077,2022,03,22,2022-03-22,09:29:00,3,LA,22,0,1.00,0,0,0,0,32.8000,-91.1800,32.8000,-91.1800,0,0,0,0,0,35,0,0,0
664078,2022,03,22,2022-03-22,13:05:00,3,MS,28,0,1.00,0,0,0,0,32.0813,-89.7760,32.0813,-89.7760,0,0,0,0,0,121,0,0,0
664079,2022,03,22,2022-03-22,18:00:00,3,AL,01,0,1.00,0,0,0,0,33.2100,-87.5000,33.2100,-87.5000,0,0,0,0,0,125,0,0,0
664080,2022,03,22,2022-03-22,21:37:00,3,AL,01,0,1.00,0,0,0,0,33.1500,-86.4200,33.1500,-86.4200,0,0,0,0,0,121,0,0,0
664081,2022,03,22,2022-03-22,21:44:00,3,AL,01,0,1.00,0,0,0,0,33.1700,-86.2500,33.1700,-86.2500,0,0,0,0,0,121,0,0,0
664082,2022,03,23,2022-03-23,11:15:00,3,IN,18,0,1.25,0,0,0,0,39.2910,-85.5719,39.2910,-85.5719,0,0,0,0,0,31,0,0,0
664083,2022,03,23,2022-03-23,12:41:00,3,IN,18,0,1.00,0,0,0,0,41.0700,-85.0700,41.0700,-85.0700,0,0,0,0,0,3,0,0,0
664084,2022,03,23,2022-03-23,12:44:00,3,IN,18,0,1.00,0,0,0,0,41.0300,-84.9100,41.0300,-84.9100,0,0,0,0,0,3,0,0,0
664085,2022,03,23,2022-03-23,13:34:00,3,IN,18,0,1.00,0,0,0,0,41.1100,-85.0500,41.1100,-85.0500,0,0,0,0,0,3,0,0,0
664086,2022,03,23,2022-03-23,13:54:00,3,KY,21,0,1.00,0,0,0,0,37.6200,-82.2500,37.6200,-82.2500,0,0,0,0,0,195,0,0,0
664087,2022,03,23,2022-03-23,14:00:00,3,OH,39,0,1.00,0,0,0,0,40.7900,-84.2000,40.7900,-84.2000,0,0,0,0,0,3,0,0,0
664088,2022,03,23,2022-03-23,14:10:00,3,KY,21,0,1.00,0,0,0,0,38.1700,-82.6700,38.1700,-82.6700,0,0,0,0,0,127,0,0,0
664089,2022,03,23,2022-03-23,14:23:00,3,OH,39,0,0.88,0,0,0,0,41.4200,-84.1500,41.4200,-84.1500,0,0,0,0,0,69,0,0,0
664090,2022,03,23,2022-03-23,14:35:00,3,WV,54,0,0.75,0,0,0,0,38.7900,-81.8700,38.7900,-81.8700,0,0,0,0,0,53,0,0,0
664091,2022,03,23,2022-03-23,14:35:00,3,WV,54,0,0.75,0,0,0,0,38.8500,-81.8300,38.8500,-81.8300,0,0,0,0,0,35,0,0,0
664092,2022,03,23,2022-03-23,14:55:00,3,WV,54,0,1.00,0,0,0,0,38.9200,-81.7200,38.9200,-81.7200,0,0,0,0,0,35,0,0,0
664093,2022,03,23,2022-03-23,15:28:00,3,IN,18,0,1.50,0,0,0,0,41.1600,-85.0200,41.1600,-85.0200,0,0,0,0,0,3,0,0,0
664094,2022,03,23,2022-03-23,15:38:00,3,OH,39,0,0.88,0,0,0,0,39.9737,-83.0028,39.9737,-83.0028,0,0,0,0,0,49,0,0,0
664095,2022,03,23,2022-03-23,15:48:00,3,OH,39,0,0.75,0,0,0,0,40.1200,-82.9200,40.1200,-82.9200,0,0,0,0,0,49,0,0,0
664096,2022,03,23,2022-03-23,15:52:00,3,OH,39,0,0.75,0,0,0,0,39.8800,-84.1900,39.8800,-84.1900,0,0,0,0,0,113,0,0,0
664097,2022,03,23,2022-03-23,15:58:00,3,OH,39,0,0.75,0,0,0,0,39.9500,-84.1100,39.9500,-84.1100,0,0,0,0,0,109,0,0,0
664098,2022,03,23,2022-03-23,16:32:00,3,OH,39,0,1.00,0,0,0,0,39.3400,-82.2400,39.3400,-82.2400,0,0,0,0,0,9,0,0,0
664099,2022,03,23,2022-03-23,16:34:00,3,WV,54,0,0.75,0,0,0,0,38.7900,-81.8700,38.7900,-81.8700,0,0,0,0,0,53,0,0,0
664100,2022,03,23,2022-03-23,16:36:00,3,OH,39,0,1.50,0,0,0,0,39.3200,-82.1000,39.3200,-82.1000,0,0,0,0,0,9,0,0,0
664101,2022,03,23,2022-03-23,16:43:00,3,OH,39,0,0.75,0,0,0,0,39.4700,-82.0900,39.4700,-82.0900,0,0,0,0,0,9,0,0,0
664102,2022,03,23,2022-03-23,17:25:00,3,OH,39,0,1.25,0,0,0,0,39.3600,-81.7900,39.3600,-81.7900,0,0,0,0,0,167,0,0,0
664103,2022,03,23,2022-03-23,17:30:00,3,WV,54,0,1.25,0,0,0,0,38.4900,-82.0200,38.4900,-82.0200,0,0,0,0,0,79,0,0,0
664104,2022,03,23,2022-03-23,17:33:00,3,WV,54,0,0.75,0,0,0,0,38.8200,-81.7200,38.8200,-81.7200,0,0,0,0,0,35,0,0,0
664105,2022,03,23,2022-03-23,17:35:00,3,WV,54,0,1.75,0,0,0,0,38.5300,-81.9200,38.5300,-81.9200,0,0,0,0,0,79,0,0,0
